UniProt Accession,Description,Peptide count,Unique peptides,Confidence score,Anova (p),q Value,Max fold change,Power,Fractions,Occurrences,Highest mean condition,Lowest mean condition,Control 1,Control 2,Control 3,Control 4,Control 5,Control 6,HCM 1,HCM 2,HCM 3,HCM 4,HCM 5,HCM 6,HCM 7,HCM 8,HCM 9,HCM 10,HCM 11,Anova p-value <= 0.05,Fold change >= 1.5,Fold change >= 2,Tissue,Ome,Species
KNG1_HUMAN,Kininogen 1 OS Homo sapiens GN KNG1 PE 1 SV 2,2,2,13.43,0.427059631,0.238602122,-1.12969733,0.126024502,4;5,2,Control,HCM,157.6086728,131.0261866,249.0284726,237.536905,148.3731121,268.4417437,182.7351404,131.6656445,112.9002118,217.5529919,210.6510072,177.9388371,132.2198982,229.537129,114.8277079,115.5687613,308.8686071,,,,HEART,PROT,HUMAN
POTEE_HUMAN,POTE ankyrin domain family member E OS Homo sapiens GN POTEE PE 1 SV 3,106,9,506.51,0.428094844,0.238602122,-1.18156129,0.125668615,1;2;3;4;5;6;7;8;9;10;11,11,Control,HCM,959.4135004,2376.245769,899.6869585,887.4716523,1000.574478,973.8619792,777.8048321,1088.333444,770.7242988,1056.031407,865.8120173,1567.931601,1428.315628,1114.852377,641.5064043,796.5566646,904.3683317,,,,HEART,PROT,HUMAN
HV304_HUMAN;HV313_HUMAN;HV315_HUMAN;HV318_HUMAN,Ig heavy chain V III region TIL OS Homo sapiens PE 1 SV 1,1,1,8.16,0.428758056,0.238602122,-1.09375649,0.125441361,5;6,2,Control,HCM,177.338817,242.7104915,169.298624,146.8067973,86.72694916,219.3106472,199.9841358,77.29460262,116.8514153,133.2018418,75.23356535,156.5531088,89.90817796,161.3694974,162.4249119,78.97719148,495.1040441,,,,HEART,PROT,HUMAN
ECH1_HUMAN,Delta 3 5 Delta 2 4 dienoyl CoA isomerase mitochondrial OS Homo sapiens GN ECH1 PE 1 SV 2,19,15,99.02,0.43035117,0.238836126,-1.05950617,0.124897839,3;4;5;6;7;8;9,7,Control,HCM,10298.93724,10358.16203,9047.968475,12180.01199,8911.194593,10545.80532,7057.899615,8763.492986,7274.701739,9453.704082,9549.667902,9459.205303,9844.8854,9946.865287,14044.11312,11276.51962,9473.187017,,,,HEART,PROT,HUMAN
KCRM_HUMAN,Creatine kinase M type OS Homo sapiens GN CKM PE 1 SV 2,131,90,497.28,0.436322659,0.240576838,-1.06330390,0.122889934,1;2;3;4;5;6;7;8;9;10;11;12,12,Control,HCM,79043.28202,93867.8713,93527.38993,78126.59389,74082.40684,98272.85277,72797.98847,74804.12539,58150.26617,78291.40576,83310.04023,74551.78087,61530.58602,70373.16591,119363.6486,81389.52243,116704.2044,,,,HEART,PROT,HUMAN
CLIC4_HUMAN,Chloride intracellular channel protein 4 OS Homo sapiens GN CLIC4 PE 1 SV 4,2,2,19.16,0.464801297,0.251780784,-1.09413107,0.113918264,4,1,Control,HCM,171.5858879,136.1941464,139.5987089,253.1596499,180.6736655,207.4636781,176.7283402,186.0701265,129.1665756,205.6660232,167.6160715,152.1193532,152.1998339,183.2955596,159.3757929,94.3361226,217.6185347,,,,HEART,PROT,HUMAN
EHD1_HUMAN,EH domain containing protein 1 OS Homo sapiens GN EHD1 PE 1 SV 2,1,1,6.4,0.467344349,0.252486836,-1.05510428,0.11316308,10,1,Control,HCM,162.8209122,168.8314519,207.4645362,193.05786,180.7710757,160.8629154,150.9700028,115.982928,145.2482191,248.2215551,157.1053638,187.7736488,144.8140913,217.9170355,187.134942,176.8763686,133.7897833,,,,HEART,PROT,HUMAN
GRPE1_HUMAN,GrpE protein homolog 1 mitochondrial OS Homo sapiens GN GRPEL1 PE 1 SV 2,1,1,6.6,0.476018286,0.254514079,-1.10982500,0.110640732,4,1,Control,HCM,20.39353496,12.84899545,23.10367606,23.50008923,19.71874683,31.97621653,24.1368384,20.17602301,18.07244089,19.57231369,21.95095985,19.25250113,16.82322721,23.96536633,20.62247613,13.99817084,18.7242788,,,,HEART,PROT,HUMAN
ARF3_HUMAN;ARF5_HUMAN,ADP ribosylation factor 3 OS Homo sapiens GN ARF3 PE 1 SV 2,4,2,25.92,0.478317038,0.254514079,-1.06653257,0.109985859,6;7;8,3,Control,HCM,215.2243796,146.3424205,193.6952414,223.1549709,289.008662,204.3563725,63.3579059,203.1030252,161.8864906,286.1457538,231.0292954,188.2740504,112.3494499,416.4497808,198.3530376,255.9720547,69.22938364,,,,HEART,PROT,HUMAN
SUCB2_HUMAN,Succinyl CoA ligase GDP forming subunit beta mitochondrial OS Homo sapiens GN SUCLG2 PE 1 SV 2,10,7,68.27,0.483665411,0.254867859,-1.05890561,0.108483746,3;4;5;6;7;10,6,Control,HCM,2875.064389,2096.232655,2626.975169,2625.432439,2041.299993,2760.119808,2110.522447,2301.296851,1529.814669,3257.945012,2685.955903,2088.602833,2537.840209,2255.872588,2694.826899,2440.287452,2110.74337,,,,HEART,PROT,HUMAN
NDKB_HUMAN;NDKA_HUMAN,Nucleoside diphosphate kinase B OS Homo sapiens GN NME2 PE 1 SV 1,3,1,14.17,0.497492425,0.258365761,-1.11135817,0.104735949,9,1,Control,HCM,99.7651372,40.87755619,43.61846335,58.15443736,59.50277292,66.09511843,111.9098962,52.75144812,40.58440569,58.6508108,63.62045199,63.86839846,4.734327595,61.88051169,42.98323232,50.42593655,55.67784131,,,,HEART,PROT,HUMAN
PRDX1_HUMAN,Peroxiredoxin 1 OS Homo sapiens GN PRDX1 PE 1 SV 1,23,13,111.83,0.4985221,0.258365761,-1.04899721,0.104464465,1;2;3;4;5;6;7;8;9;10,10,Control,HCM,2723.243482,2856.083942,2285.601495,3054.753634,2432.747935,2536.971173,2888.826807,2288.527741,1838.101342,2497.363629,2395.232539,2144.954801,2141.664094,2143.167287,3070.640032,2382.698652,3978.744128,,,,HEART,PROT,HUMAN
COF1_HUMAN,Cofilin 1 OS Homo sapiens GN CFL1 PE 1 SV 3,19,6,111.3,0.506847945,0.260526415,-1.06522112,0.102306829,1;3;4;5;6;7;8,7,Control,HCM,1164.495588,921.1535693,1260.11283,1376.511251,1633.004069,1467.132436,1168.570974,1148.931213,1017.857597,1711.130918,1225.378931,1064.03815,1040.752391,1271.986839,1252.081947,1354.28511,1207.997724,,,,HEART,PROT,HUMAN
GSTM2_HUMAN;GSTM5_HUMAN,Glutathione S transferase Mu 2 OS Homo sapiens GN GSTM2 PE 1 SV 2,6,2,42.62,0.507807576,0.260526415,-1.06642749,0.102062379,6;7;8;9,4,Control,HCM,724.7138364,493.7734749,427.3183722,611.5515448,650.5546977,565.0936081,608.0229056,584.2389495,422.3345767,704.0655184,490.9781694,705.9797889,406.9802311,549.1416139,429.3437224,509.5674223,559.9141138,,,,HEART,PROT,HUMAN
CUL1_HUMAN,Cullin 1 OS Homo sapiens GN CUL1 PE 1 SV 2,1,1,6.18,0.515914252,0.263434061,-1.05732266,0.1000315,8,1,Control,HCM,18.07399871,48.88978434,3.540419437,19.56367829,18.87959085,24.93930462,8.750373224,77.48383407,14.51060798,24.2781063,31.4501046,16.58669992,39.64795383,9.370550056,0,6.905607006,3.167708655,,,,HEART,PROT,HUMAN
LAC1_HUMAN,Ig lambda 1 chain C regions OS Homo sapiens GN IGLC1 PE 1 SV 1,11,1,54.02,0.51623646,0.263434061,-1.10943491,0.099952028,1;3;4;7;8;9;10,7,Control,HCM,323.1238483,555.6763054,430.2704789,490.7184098,199.5177167,395.2770629,221.7927664,166.8004149,354.920023,396.6642674,615.9771777,250.0373726,192.5223998,415.0729699,628.6604394,293.1969121,421.3880542,,,,HEART,PROT,HUMAN
GDIB_HUMAN,Rab GDP dissociation inhibitor beta OS Homo sapiens GN GDI2 PE 1 SV 2,2,1,22.22,0.517355207,0.263434061,-1.08448997,0.099676821,5;6,2,Control,HCM,24.177331,12.26744112,20.5396555,33.0029295,25.82083694,26.28810829,19.30197331,19.35071104,19.63548046,26.99540301,16.86058009,18.47511701,29.70581582,23.65265631,0,22.16624962,44.07020973,,,,HEART,PROT,HUMAN
PANK2_HUMAN,Pantothenate kinase 2 mitochondrial OS Homo sapiens GN PANK2 PE 1 SV 3,1,1,5.35,0.520221692,0.264233075,-1.04379065,0.098976832,2,1,Control,HCM,84.59208953,70.54363884,97.40017934,78.76504234,80.07686129,95.56190229,58.61787356,50.73582394,36.51344487,138.4525338,122.8961282,45.70410965,53.62722388,83.63385713,86.21403893,101.9190696,112.0842489,,,,HEART,PROT,HUMAN
PPCE_HUMAN,Prolyl endopeptidase OS Homo sapiens GN PREP PE 1 SV 2,1,1,6.04,0.522092666,0.264523727,-1.09936887,0.098523913,6,1,Control,HCM,75.00749705,38.04686351,33.04819575,58.74612004,62.88178863,44.15998247,34.37129195,29.74483057,33.75459551,86.18825285,50.34105001,54.56195283,46.70205908,40.88073219,18.73922708,65.68652611,59.14531106,,,,HEART,PROT,HUMAN
WDR1_HUMAN,WD repeat containing protein 1 OS Homo sapiens GN WDR1 PE 1 SV 4,3,2,13.23,0.525660604,0.265012988,-1.07210939,0.097668795,5;6,2,Control,HCM,325.7662143,259.2718984,196.5680742,383.1494176,295.9591154,292.6909747,284.3542471,241.1671508,225.3282409,438.943396,248.1434428,238.3335474,270.6822641,280.8091236,206.355031,322.5094739,241.7407884,,,,HEART,PROT,HUMAN
UBE2N_HUMAN,Ubiquitin conjugating enzyme E2 N OS Homo sapiens GN UBE2N PE 1 SV 1,1,1,6.44,0.530422484,0.26675342,-1.89640350,0.096544876,8,1,Control,HCM,59.8182467,27.1981409,0,61.41006968,56.59800195,43.23565111,7.837523009,9.060239914,24.39366292,55.41333726,42.81590137,4.704144395,14.8931887,33.59641585,0,25.75325809,21.53585908,,x,,HEART,PROT,HUMAN
ZA2G_HUMAN,Zinc alpha 2 glycoprotein OS Homo sapiens GN AZGP1 PE 1 SV 2,1,1,6.33,0.543298348,0.271219753,-1.55615337,0.093602607,7,1,Control,HCM,3.804549405,39.39942333,130.7772964,43.46797913,118.6067454,164.1486103,12.0177567,18.55499478,83.22761193,68.4594889,105.4982221,90.523692,53.74006459,20.22711336,78.5096115,58.54182395,0,,x,,HEART,PROT,HUMAN
GLRX5_HUMAN,Glutaredoxin related protein 5 mitochondrial OS Homo sapiens GN GLRX5 PE 1 SV 2,1,1,6.86,0.550229903,0.272120574,-1.02292492,0.092075436,4,1,Control,HCM,97.3471376,95.77630727,107.8995003,109.1541768,107.8373278,114.2756828,105.8214922,97.91329883,98.94632173,110.0337528,105.1877506,103.4617953,93.86523183,120.8462263,93.5066259,108.3963667,95.24074049,,,,HEART,PROT,HUMAN
EPM2A_HUMAN,Laforin OS Homo sapiens GN EPM2A PE 1 SV 2,1,1,6.29,0.561321839,0.276156133,-1.04194029,0.089711288,10,1,Control,HCM,129.4581608,141.8829182,103.0521727,119.3605044,109.8132472,105.7243206,123.9732632,100.0512817,81.56267814,130.5500201,111.0902736,160.0714761,104.6789675,93.19703429,122.2483331,115.397708,105.2038615,,,,HEART,PROT,HUMAN
ACTB_HUMAN,Actin cytoplasmic 1 OS Homo sapiens GN ACTB PE 1 SV 1,105,2,369.74,0.571495689,0.279581726,-1.07134841,0.087626229,1;2;3;4;5;6;7;8;9;10;11;12,12,Control,HCM,527.2373383,369.3084921,332.9813075,894.765958,344.6447461,464.6043126,280.5593329,1000.145404,512.8798691,339.5873217,387.605216,618.1716093,501.1533635,374.4376899,552.4456569,416.99884,36.00786839,,,,HEART,PROT,HUMAN
CTNB1_HUMAN,Catenin beta 1 OS Homo sapiens GN CTNNB1 PE 1 SV 1,5,2,20.07,0.572402791,0.279581726,-1.34534616,0.087444102,10,1,Control,HCM,62.24051937,98.84487075,18.68676825,27.16684264,10.90975414,42.36645738,10.80675941,32.83354964,27.32697832,47.37620482,45.20700043,21.58474225,67.59265488,19.26508683,28.35404363,45.48567734,8.768397965,,,,HEART,PROT,HUMAN
FHL2_HUMAN,Four and a half LIM domains protein 2 OS Homo sapiens GN FHL2 PE 1 SV 3,29,23,184.96,0.592525242,0.28635917,-1.10206864,0.083557521,1;2;3;4;5;6;7;8;9;10,10,Control,HCM,5531.330948,10993.08955,10090.62277,4387.871422,9744.452975,7233.237892,5777.534028,6723.789666,9302.328648,5214.857626,5346.584942,6393.964095,6614.141991,7460.648909,11154.70283,12014.06945,3814.949912,,,,HEART,PROT,HUMAN
KAD3_HUMAN,GTP AMP phosphotransferase mitochondrial OS Homo sapiens GN AK3 PE 1 SV 4,14,9,48.83,0.593808621,0.28635917,-1.04685033,0.08331937,4;5,2,Control,HCM,1298.367372,944.6679405,1324.4453,1455.150073,1058.947955,1407.683884,1099.134062,1094.625913,903.0751426,1573.336324,1334.794231,1195.168101,1103.437112,1054.189058,1422.987623,1374.938438,960.1475229,,,,HEART,PROT,HUMAN
COQ9_HUMAN,Ubiquinone biosynthesis protein COQ9 mitochondrial OS Homo sapiens GN COQ9 PE 1 SV 1,1,1,12.5,0.594714282,0.28635917,-1.04859167,0.083151996,1,1,Control,HCM,379.2212217,19.57805374,309.6990015,340.9934656,211.2573252,264.5724878,180.1487984,184.3273361,179.0577039,253.8669255,299.7971288,201.1447463,148.5482411,199.9352921,513.7021573,283.9862662,222.3221953,,,,HEART,PROT,HUMAN
IDH3A_HUMAN,Isocitrate dehydrogenase NAD subunit alpha mitochondrial OS Homo sapiens GN IDH3A PE 1 SV 1,8,7,48.82,0.599242164,0.28785886,-1.04442895,0.082323649,5;6;7,3,Control,HCM,4541.496848,3273.069517,3708.093547,4066.415939,3017.811634,4395.884768,3111.119825,3493.947554,2555.640812,4927.598212,4748.508989,2867.42281,2667.532971,3806.91754,5228.59255,3758.052101,3212.472389,,,,HEART,PROT,HUMAN
IC1_HUMAN,Plasma protease C1 inhibitor OS Homo sapiens GN SERPING1 PE 1 SV 2,1,1,6.77,0.6069236,0.289816953,-1.04334708,0.080950128,10,1,Control,HCM,207.2322654,225.3504107,310.3546027,312.4322015,244.9327451,266.878552,309.1211221,217.8077345,214.1858818,263.066775,224.9573043,240.5651931,241.1920458,215.0574924,252.487263,251.7642285,323.5907121,,,,HEART,PROT,HUMAN
TEKT5_HUMAN,Tektin 5 OS Homo sapiens GN TEKT5 PE 2 SV 1,1,1,6.56,0.607116795,0.289816953,-1.06910421,0.080916091,9,1,Control,HCM,789.9515295,708.9244893,984.5194697,1353.605639,859.214691,1319.083806,989.1309057,1009.723778,642.3577048,1123.679193,1091.39748,734.0081824,690.7507301,1517.402511,818.6893512,544.5885604,1153.495473,,,,HEART,PROT,HUMAN
XPO5_HUMAN,Exportin 5 OS Homo sapiens GN XPO5 PE 1 SV 1,1,1,6.35,0.610261324,0.290412411,-1.35233747,0.080365558,10,1,Control,HCM,21.31040232,19.12947838,0,0,0,16.47912002,0,0,0,17.06670276,12.86624816,0,25.36360725,0,0,21.8672444,0,,,,HEART,PROT,HUMAN
B4GT4_HUMAN,Beta 1 4 galactosyltransferase 4 OS Homo sapiens GN B4GALT4 PE 1 SV 1,1,1,6.12,0.619626028,0.293885094,-2.11885464,0.078764225,8,1,Control,HCM,136.220019,128.3959003,0.434011368,95.74763292,30.3173915,143.6079148,27.10593721,11.84294784,21.85717546,46.62517916,105.0370673,12.20943948,55.95531137,86.40021904,3.369267994,65.59591833,26.66907481,,x,x,HEART,PROT,HUMAN
NCOA5_HUMAN,Nuclear receptor coactivator 5 OS Homo sapiens GN NCOA5 PE 1 SV 2,1,1,6.04,0.620444474,0.293885094,-1.15458556,0.078626955,3,1,Control,HCM,16.29165077,60.43187402,69.56580825,31.98130579,49.32736408,76.74417198,72.26624604,23.74820871,66.52845157,28.91857884,44.62748115,35.59927741,23.90828671,24.2168448,70.83263915,22.99755655,69.6126505,,,,HEART,PROT,HUMAN
HS90B_HUMAN;H90B2_HUMAN;H90B3_HUMAN,Heat shock protein HSP 90 beta OS Homo sapiens GN HSP90AB1 PE 1 SV 4,35,9,192.72,0.626003642,0.295830321,-1.04024244,0.077705801,1;2;3;4;5;6;7;8;9,9,Control,HCM,2698.085142,2414.322128,1799.032706,2812.660983,2359.222567,2127.511308,1990.958553,2143.602194,1845.751479,3187.62837,2573.631651,2164.599923,1943.002096,2381.856907,1966.778378,2747.734821,2099.768262,,,,HEART,PROT,HUMAN
CH60_HUMAN,60 kDa heat shock protein mitochondrial OS Homo sapiens GN HSPD1 PE 1 SV 2,24,20,167.07,0.644007488,0.30223467,-1.02392217,0.074853777,1;3;4;5;6;7;8;9;10,9,Control,HCM,7012.208221,7485.08652,6423.072037,6306.080485,7091.718687,5668.286488,6012.803085,6198.012242,5816.46696,7345.66712,6387.867099,7242.632881,6149.895823,5628.936554,7752.906345,6709.897337,6350.684349,,,,HEART,PROT,HUMAN
A1AG2_HUMAN,Alpha 1 acid glycoprotein 2 OS Homo sapiens GN ORM2 PE 1 SV 2,10,2,66.43,0.647391382,0.302982021,-1.18104752,0.074339542,3;4;5;6;10,5,Control,HCM,80.55375264,165.3946431,144.018414,686.1521883,165.9145973,368.5859518,109.2164665,110.3089459,82.15142406,216.0332559,252.9021009,116.5912143,185.0750799,264.7187391,63.66284823,291.3651612,808.1302985,,,,HEART,PROT,HUMAN
FIP1_HUMAN,Pre mRNA 3 end processing factor FIP1 OS Homo sapiens GN FIP1L1 PE 1 SV 1,14,2,84.43,0.671964529,0.308252404,-1.04517821,0.070803717,1;2,2,Control,HCM,116.3642014,216.0152595,117.3274486,131.3698331,164.3625602,138.2671737,172.8178141,177.5976937,242.911177,112.5898736,122.2934615,128.2391963,166.0044278,100.5073464,92.59942422,124.3170824,110.2203936,,,,HEART,PROT,HUMAN
ADHX_HUMAN,Alcohol dehydrogenase class 3 OS Homo sapiens GN ADH5 PE 1 SV 4,9,7,43.82,0.691509497,0.312280276,-1.02312158,0.068230265,3;4;5;6;9,5,Control,HCM,1472.225342,1305.914965,1433.65242,1777.945909,1471.493521,1642.390276,1265.554299,1587.873835,1339.140235,1741.640244,1196.457357,1231.863234,1510.57479,1609.216304,1832.16763,1539.415148,1458.893679,,,,HEART,PROT,HUMAN
PTRF_HUMAN,Polymerase I and transcript release factor OS Homo sapiens GN PTRF PE 1 SV 1,2,1,20.69,0.696957836,0.312675424,-1.02983140,0.06754905,5;6;7,3,Control,HCM,869.1172835,1010.812582,1006.180212,909.2890619,1223.248642,807.5058212,965.4211114,935.1542956,994.9876621,841.4043237,981.4090385,1099.707296,1059.61044,864.0406329,648.482854,1005.92874,975.7276665,,,,HEART,PROT,HUMAN
KPYM_HUMAN;KPYR_HUMAN,Pyruvate kinase isozymes M1 M2 OS Homo sapiens GN PKM2 PE 1 SV 4,75,55,349.33,0.707633859,0.316072606,-1.02381549,0.06625861,1;2;3;4;5;6;7;8;9;10,10,Control,HCM,24516.04902,21548.77725,24544.51103,27671.29122,21736.22484,29429.81878,24570.73531,22751.12515,18651.5135,24098.99621,24723.27415,23056.73311,24824.09961,26242.44879,28121.03644,25547.53806,25024.74816,,,,HEART,PROT,HUMAN
AL4A1_HUMAN,Delta 1 pyrroline 5 carboxylate dehydrogenase mitochondrial OS Homo sapiens GN ALDH4A1 PE 1 SV 3,3,3,13.93,0.717804208,0.317815887,-1.00985787,0.065082866,5;6,2,Control,HCM,389.7684427,245.5251346,277.7744476,380.6756164,251.5577171,370.1491985,200.0277859,198.7011197,244.6743083,457.7130517,382.6436213,215.0031014,278.2426761,330.0279743,229.4581015,660.9578869,279.9301771,,,,HEART,PROT,HUMAN
PLAK_HUMAN,Junction plakoglobin OS Homo sapiens GN JUP PE 1 SV 3,2,1,13.49,0.732262339,0.322128241,-1.28529000,0.063499036,10,1,Control,HCM,102.2642226,79.83008626,0.127482662,2.078266109,1.43103368,88.43219522,0,0.635142169,2.301711909,128.9627915,65.39456416,0.953293765,87.53625708,1.898689935,3.076805398,95.79798988,4.508342981,,,,HEART,PROT,HUMAN
RS28_HUMAN,40S ribosomal protein S28 OS Homo sapiens GN RPS28 PE 1 SV 1,2,2,13.67,0.749745457,0.327337888,-1.01903250,0.061717097,3;4,2,Control,HCM,39.60224725,33.52297148,43.67914112,46.74884952,50.77394277,45.35106399,59.11332519,46.90225746,35.50923766,35.78200474,40.0028126,36.06884879,40.21694423,36.58526311,59.579743,47.10458321,30.3200083,,,,HEART,PROT,HUMAN
ETFD_HUMAN,Electron transfer flavoprotein ubiquinone oxidoreductase mitochondrial OS Homo sapiens GN ETFDH PE,4,4,19.25,0.759992809,0.328648512,-1.03762300,0.060738517,6;8,2,Control,HCM,1079.991044,606.9212565,1127.766407,1173.658332,963.004123,976.7121528,912.6601947,1156.925763,753.2378069,1121.618811,883.6681723,1210.978489,658.483083,793.2149622,984.4937384,1204.1994,794.5528142,,,,HEART,PROT,HUMAN
ECHA_HUMAN,Trifunctional enzyme subunit alpha mitochondrial OS Homo sapiens GN HADHA PE 1 SV 2,49,38,270.35,0.765130713,0.3294713,-1.01297579,0.060265797,1;3;4;5;6;7;8;9;10,9,Control,HCM,12497.41385,15194.60938,13945.00711,15658.29249,15056.44742,15511.349,14357.62811,13699.85287,16534.26903,14570.11003,14286.80863,14547.51477,13015.4264,13604.21924,16220.41071,15465.05185,12717.69714,,,,HEART,PROT,HUMAN
H4_HUMAN,Histone H4 OS Homo sapiens GN HIST1H4A PE 1 SV 2,18,16,68.04,0.769395327,0.329936115,-1.03388580,0.059882406,3;4;5;7;8;9;10,7,Control,HCM,3739.755306,5319.15335,5770.415149,3239.479579,5613.742643,3740.008886,5395.944433,4330.826674,4207.041597,2911.866416,3501.147471,3773.947364,4172.515977,3787.32305,7594.851327,4871.31504,4080.142435,,,,HEART,PROT,HUMAN
FABP4_HUMAN,Fatty acid binding protein adipocyte OS Homo sapiens GN FABP4 PE 1 SV 3,3,1,16.35,0.8087905,0.336922368,-1.04819914,0.056714963,5;6,2,Control,HCM,92.94494538,149.9844977,114.3845436,179.7833107,294.1952175,135.0045485,136.6603893,133.6772406,206.4033946,136.3612372,86.36942346,229.2500077,98.21435202,137.8055687,305.5895645,119.2661096,100.486729,,,,HEART,PROT,HUMAN
EF2_HUMAN,Elongation factor 2 OS Homo sapiens GN EEF2 PE 1 SV 4,7,6,38.67,0.81070144,0.336922368,-1.05529090,0.056578056,3;6;7;8,4,Control,HCM,5714.087623,2280.898046,2558.362159,5220.644404,2563.510887,2064.857003,2528.310336,4539.599945,2142.998357,5108.629261,1687.52644,1862.612625,3686.972756,3623.970357,3868.348087,4928.19187,1467.404966,,,,HEART,PROT,HUMAN
BLVRB_HUMAN,Flavin reductase NADPH OS Homo sapiens GN BLVRB PE 1 SV 3,2,1,13.32,0.817658525,0.338182873,-1.03868244,0.056092368,8,1,Control,HCM,141.1939072,123.9351665,4.747772526,152.4790008,209.4611147,117.0937233,68.25713075,69.81208163,108.6650217,157.8902084,175.2555455,6.103831503,173.4703018,105.9441944,199.709326,136.6495137,120.1126224,,,,HEART,PROT,HUMAN
PLM_HUMAN,Phospholemman OS Homo sapiens GN FXYD1 PE 1 SV 2,1,1,0,0.853687307,0.348889109,-1.01339960,0.053890372,1,1,Control,HCM,689.0516634,451.8759741,630.2785644,703.3120512,742.3797533,677.6074958,550.4572684,769.8692106,726.1946749,650.0087445,721.1478701,450.752741,475.4591257,566.8996462,754.5383705,796.7438433,583.4481327,,,,HEART,PROT,HUMAN
ETFA_HUMAN,Electron transfer flavoprotein subunit alpha mitochondrial OS Homo sapiens GN ETFA PE 1 SV 1,32,22,153.1,0.854761326,0.348889109,-1.01065632,0.053832633,1;3;4;5;6;7;8;9;10,9,Control,HCM,11903.5669,8894.784033,9612.06749,10390.24286,9350.547398,11526.18927,8718.628083,8358.458593,8289.604059,10869.9142,11717.40645,10697.53033,9970.339326,10703.85561,11211.69788,10429.41698,10916.11715,,,,HEART,PROT,HUMAN
CATD_HUMAN,Cathepsin D OS Homo sapiens GN CTSD PE 1 SV 1,13,11,61.48,0.857515354,0.349140275,-1.01985059,0.053686633,7;8;9;10,4,Control,HCM,4665.337115,3523.672871,3560.019505,3994.787635,3747.547406,2397.856689,3607.41175,3683.816985,2673.814651,3760.308854,3854.36761,2541.961056,3605.343171,4653.094095,4610.930339,3735.193173,2622.893538,,,,HEART,PROT,HUMAN
NB5R3_HUMAN,NADH cytochrome b5 reductase 3 OS Homo sapiens GN CYB5R3 PE 1 SV 3,4,2,27.01,0.866398074,0.350752242,-1.03954823,0.053235791,4;10,2,Control,HCM,611.1013185,804.4189416,347.9663505,711.3049438,595.225724,490.0337631,623.706183,486.1038485,529.7279535,506.6414224,653.5898328,736.9499707,640.8433774,503.0049408,631.8199377,370.4167165,595.6541204,,,,HEART,PROT,HUMAN
ANGT_HUMAN,Angiotensinogen OS Homo sapiens GN AGT PE 1 SV 1,3,2,20.08,0.90216468,0.359590338,-1.05644445,0.051725293,10;12,2,Control,HCM,107.2133701,167.157139,317.9939434,417.5471066,67.55689026,157.438177,108.9650633,152.6365789,174.5169409,170.8134905,104.5580459,161.9871024,151.6416234,277.9409634,158.0876221,199.133898,482.7518204,,,,HEART,PROT,HUMAN
HSP72_HUMAN,Heat shock related 70 kDa protein 2 OS Homo sapiens GN HSPA2 PE 1 SV 1,42,11,217.38,0.915243357,0.361969894,-1.01764772,0.051292722,1;2;3;4;5;6;7;8;9,9,Control,HCM,974.8920053,1827.326891,890.3205028,1160.15097,1045.724787,1307.172982,1292.767781,1096.794098,1190.612808,1139.527791,1130.435867,1334.884683,1188.944732,1217.751991,1264.245533,1010.552782,1114.639009,,,,HEART,PROT,HUMAN
