Protein IDs,Protein names,Gene names,TPA_WT1,TPA_WT2,TPA_WT3,TPA_WT4,TPA_ob1,TPA_ob2,TPA_ob3,TPA_ob4,Student's T-test Significant ob_lean,-Log Student's T-test p-value ob_lean,Student's T-test q-value ob_lean,Student's T-test Difference ob_lean,Student's T-test Test statistic ob_lean,Tissue,Ome,Species
Q9EQI8,39S ribosomal protein L46. mitochondrial,Mrpl46,-16.62800026,-16.40868378,-16.32966995,-15.69718266,-15.67421818,-15.81227016,-16.20898247,-16.52413368,,0.321952777,0.699916072,0.210983038,0.558308658,LIVER,PROT,MOUSE
Q9EQJ0;Q9EQJ0-2,Two pore calcium channel protein 1,Tpcn1,-17.37507629,-17.07270432,-17.2426815,-19.29265976,-19.29922676,-20.92935753,-17.91301727,-18.68377495,,0.896517744,0.24200995,-1.46056366,-1.579671657,LIVER,PROT,MOUSE
Q9EQK5,Major vault protein,Mvp,-11.48431969,-10.70130062,-10.74030209,-11.87717056,-11.37477493,-10.70631981,-10.54576874,-10.40642357,,0.577555331,0.468755303,0.442451477,0.962833225,LIVER,PROT,MOUSE
Q9EQN3;Q3U1U6,TSC22 domain family protein 4,Tsc22d4,-22.18591881,-21.3467598,-20.57108307,-19.00584221,-20.03703117,-19.49508667,-21.23135567,-21.43798828,,0.101394241,0.871375183,0.227035522,0.246112321,LIVER,PROT,MOUSE
Q9EQN9;Q9EQN9-2;E9Q2R3,,Slc19a2,-17.74785995,-18.38881111,-18.34433746,-20.27208138,-22.54780006,-21.15188789,-20.42507553,-15.42807388,,0.307081222,0.623834858,-1.199936867,-0.687844272,LIVER,PROT,MOUSE
Q9EQP2,EH domain-containing protein 4,Ehd4,-13.22929859,-15.56431675,-15.28971004,-15.34037399,-13.04756927,-12.5199728,-13.92440224,-14.00303936,,1.197519379,0.158978504,1.482178926,1.970330223,LIVER,PROT,MOUSE
Q9EQQ2,Protein YIPF5,Yipf5,-20.30246544,-20.78969383,-21.42612839,-17.42498398,-18.10309219,-18.9419136,-21.507061,-21.73965263,,0.023389748,0.971443413,-0.08711195,-0.063557667,LIVER,PROT,MOUSE
Q9EQQ9;Q9EQQ9-3;Q9EQQ9-2,Protein O-GlcNAcase,Mgea5,-16.09658432,-16.06613541,-16.12505913,-16.36438751,-17.70462608,-17.47837448,-16.85172272,-16.93908882,+,2.592363038,0.028734426,-1.080411434,-3.398621297,LIVER,PROT,MOUSE
Q9EQS3;A2A7K5,C-Myc-binding protein,Mycbp,-15.39162159,-15.46084309,-15.38904476,-14.92995071,-15.13847351,-14.32017803,-15.78165054,-15.39419746,,0.154695357,0.836472118,0.13424015,0.310444244,LIVER,PROT,MOUSE
Q9EQU5-2,Protein SET,Set,-14.77128124,-14.39855385,-14.45489502,-13.73085022,-14.34401417,-14.8171978,-14.98578739,-15.29828262,,0.893606613,0.321611839,-0.522425413,-1.320063493,LIVER,PROT,MOUSE
Q9EQY0;Q9EQY0-2,Serine/threonine-protein kinase/endoribonuclease IRE1;Serine/threonine-protein kinase;Endoribonuclease,Ern1,-21.85222054,-21.48958015,-21.50568008,-19.64347076,-21.3439846,-23.12909889,-22.32152557,-20.60415077,,0.435185723,0.527083402,-0.726952076,-0.859847942,LIVER,PROT,MOUSE
Q9ER00,Syntaxin-12,Stx12,-15.53282833,-15.1023531,-15.41005325,-14.27798367,-14.26239681,-15.30482006,-15.09339333,-14.93071175,,0.200232264,0.789714495,0.1829741,0.396648213,LIVER,PROT,MOUSE
Q9ER35;Q6P264;Q7TQJ3,Fructosamine-3-kinase,Fn3k,-16.62163162,-15.91240883,-16.52261162,-15.02065849,-15.70572281,-15.72822666,-15.91800785,-16.63941574,,0.016997552,0.981001714,0.021484375,0.040670276,LIVER,PROT,MOUSE
Q9ER39,Torsin-1A,Tor1a,-19.02040672,-18.98633575,-18.77913284,-18.2045536,-18.64850044,-20.22670937,-18.44190216,-18.90923691,,0.290501836,0.694221469,-0.308979988,-0.568276967,LIVER,PROT,MOUSE
Q9ER41;F6VK94;D6REF0,Torsin-1B,Tor1b,-17.15187645,-17.22800446,-18.15756798,-19.28927422,-19.28079414,-19.47076416,-17.25814819,-16.92432594,,0.124714975,0.844189798,-0.276827335,-0.297328006,LIVER,PROT,MOUSE
Q9ER67;A2AG49;A2AG48;A2AG46;A2AG47,,Maged2,-23.19824982,-20.09635925,-21.98144341,-23.19773102,-18.73527718,-17.9818573,-21.58185768,-20.21843147,,1.211181107,0.132419608,2.489089966,2.101544335,LIVER,PROT,MOUSE
Q9ER72;Q9ER72-2;A0A140LIB6,Cysteine--tRNA ligase. cytoplasmic,Cars,-12.78096867,-12.73285866,-12.45696259,-12.70890903,-12.87327385,-12.70302868,-13.02815628,-12.55141068,,0.417749918,0.714161087,-0.119042635,-0.526130047,LIVER,PROT,MOUSE
Q9ER73;A2A414,Elongator complex protein 4,Elp4,-17.28152275,-17.83875656,-17.95501709,-17.15172386,-17.26028061,-18.0405159,-18.54978752,-17.74319839,,0.458103369,0.56855757,-0.34169054,-0.783922458,LIVER,PROT,MOUSE
Q9ER80,Receptor-transporting protein 4,Rtp4,-20.25904846,-19.90736198,-19.76626778,-21.15014648,-22.13705254,-21.94263649,-21.64825439,-20.74605942,,1.664970755,0.08038864,-1.347794533,-2.507901416,LIVER,PROT,MOUSE
Q9ER81,Torsin-1A-interacting protein 2. isoform IFRG15,Tor1aip2,-22.36071587,-21.97860336,-20.94424438,-19.60497284,-20.05089378,-18.98731804,-20.22019768,-21.36527061,,0.650715323,0.363788368,1.066214085,1.204063662,LIVER,PROT,MOUSE
Q9ERA0-3;Q9ERA0;Q9ERA0-2,Alpha-globin transcription factor CP2,Tfcp2,-19.90318298,-21.28460884,-21.23887444,-19.78663445,-20.95628929,-21.33509827,-20.50362968,-21.08838272,,0.414881519,0.580813508,-0.417524815,-0.765581158,LIVER,PROT,MOUSE
Q9ERA6;A0A0G2JEN8,Tuftelin-interacting protein 11,Tfip11,-17.76878738,-18.13928795,-18.15907097,-18.29994202,-20.48581505,-19.02326202,-18.38534737,-18.31053734,,0.947790631,0.247466093,-0.959468365,-1.555498202,LIVER,PROT,MOUSE
Q9ERB0,Synaptosomal-associated protein 29,Snap29,-15.34209824,-15.18775177,-15.27646828,-15.33260155,-14.79329491,-15.04495525,-15.18750477,-15.57457256,,0.345764167,0.725722465,0.134648085,0.504144895,LIVER,PROT,MOUSE
Q9ERE7;D3YVR4,LDLR chaperone MESD,Mesdc2,-14.71422958,-15.12492466,-15.46564674,-14.30091286,-14.29681301,-14.57563972,-15.26894188,-15.22946548,,0.059456613,0.93602663,0.058713436,0.130663259,LIVER,PROT,MOUSE
Q9ERF3;Q8BVQ0;D6RDC7;D6RJ72,WD repeat-containing protein 61;WD repeat-containing protein 61. N-terminally processed,Wdr61,-14.67252159,-14.93536472,-14.80767059,-14.89253139,-14.84146881,-16.35103798,-15.12555885,-15.73833275,,1.043579136,0.247073434,-0.687077522,-1.558411384,LIVER,PROT,MOUSE
Q9ERG0;Q9ERG0-2,LIM domain and actin-binding protein 1,Lima1,-12.76825142,-12.62699318,-12.78565693,-12.29903126,-12.40166187,-12.32551098,-12.44416237,-12.94911098,,0.195543288,0.831051979,0.089871645,0.319653315,LIVER,PROT,MOUSE
Q9ERI2,Ras-related protein Rab-27A,Rab27a,-20.80201912,-22.69513893,-21.62634277,-18.53044128,-17.8516922,-18.9778347,-20.65423775,-21.06965828,,0.504573953,0.443089146,1.275129795,1.013868759,LIVER,PROT,MOUSE
Q9ERI6,Retinol dehydrogenase 14,Rdh14,-15.58232403,-15.40037441,-15.3655386,-15.56792068,-14.92584991,-14.6967802,-15.45891857,-15.42314625,,0.913933152,0.368281041,0.352865696,1.192056953,LIVER,PROT,MOUSE
Q9ERK4;E9Q1T9;E9QAX7;F6ZEW4;F7D1H9,Exportin-2,Cse1l,-12.27603817,-12.43261528,-12.12458706,-12.24452209,-12.33785629,-12.37813854,-12.36715221,-12.28449917,,0.495426438,0.765625564,-0.072470903,-0.434496984,LIVER,PROT,MOUSE
Q9ERL7;D3Z2F6;D3YY16,Glia maturation factor gamma,Gmfg,-18.21881485,-19.10388756,-17.91993713,-17.17143631,-17.48434448,-17.15417671,-17.84751129,-17.65802383,,0.636216314,0.414386152,0.567504883,1.079070119,LIVER,PROT,MOUSE
Q9ERL9,Guanylate cyclase soluble subunit alpha-3,Gucy1a3,-18.10245323,-17.99565697,-15.77129364,-17.77036858,-17.3147316,-16.83872604,-16.51603889,-17.62770844,,0.223190626,0.741867914,0.335641861,0.477178666,LIVER,PROT,MOUSE
Q9ERN0;A0A1L1SUU4,Secretory carrier-associated membrane protein 2,Scamp2,-18.16997719,-17.8636055,-17.73480797,-19.98660278,-18.78247261,-19.94991302,-17.61609459,-17.66052246,,0.02859853,0.965863086,-0.063502312,-0.073693289,LIVER,PROT,MOUSE
Q9ERR1-2;Q9ERR1,Nuclear distribution protein nudE-like 1,Ndel1,-19.68816757,-20.13715553,-19.59945107,-21.22476959,-22.4115448,-21.93225861,-21.86366272,-20.72176743,,1.639216456,0.07740591,-1.569922447,-2.543317079,LIVER,PROT,MOUSE
Q9ERS2,NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 13,Ndufa13,-13.39796638,-13.20874691,-13.33614826,-13.71055222,-13.1736517,-14.20823383,-13.26274014,-13.18690968,,0.057693525,0.94242417,-0.044530392,-0.119513557,LIVER,PROT,MOUSE
Q9ERS4,Pleckstrin homology domain-containing family A member 3,Plekha3,-21.23204803,-23.22521782,-20.73283577,-21.45186234,-19.61196136,-17.95356369,-20.08253098,-21.13719559,,1.209749345,0.140256744,1.964178085,2.053245169,LIVER,PROT,MOUSE
Q9ERU3,Zinc finger protein 22,Znf22,-17.84885597,-18.65122414,-18.57204819,-23.45295715,-20.33034325,-19.80721474,-19.14284134,-20.30875587,,0.072349128,0.903752273,-0.266017437,-0.187795702,LIVER,PROT,MOUSE
Q9ERU9,E3 SUMO-protein ligase RanBP2,Ranbp2,-12.6585474,-12.55730247,-12.66327477,-12.641716,-12.97312069,-12.72839642,-13.03715134,-13.18577957,,1.925748739,0.197422343,-0.350901842,-1.768236988,LIVER,PROT,MOUSE
Q9ERY9;D3YUR8,Probable ergosterol biosynthetic protein 28,ORF11;0610007P14Rik,-14.80697536,-14.69459724,-14.78695965,-13.5467453,-13.56474781,-14.13123512,-15.32883263,-14.59468937,,0.038804966,0.954625756,0.053943157,0.092701114,LIVER,PROT,MOUSE
Q9ES00;G3UZD6;G3UZM6;H7BXC2,Ubiquitin conjugation factor E4 B,Ube4b,-15.2502203,-14.89876652,-14.96461678,-15.19611168,-15.27723598,-14.01469517,-15.40224075,-15.6270647,,0.002577843,0.998721569,-0.002880335,-0.006095356,LIVER,PROT,MOUSE
Q9ES28-4;Q9ES28-3;Q9ES28-2;Q9ES28-7;Q9ES28;D3Z0V2;Q9ES28-6;Q9ES28-5;A0A1B0GSX2,Rho guanine nucleotide exchange factor 7,Arhgef7,-16.37938881,-16.50230026,-16.45275116,-16.39185143,-15.32747364,-15.43736458,-15.76068211,-16.0976162,,2.34461901,0.055339882,0.775788784,2.811422525,LIVER,PROT,MOUSE
Q9ES34;A0A0G2JG76,Ubiquitin-protein ligase E3B,Ube3b,-19.97328186,-20.93033981,-19.47533035,-18.89121628,-21.53319931,-20.4046402,-18.51938248,-18.90981102,,0.009950969,0.98757066,-0.024216175,-0.026374467,LIVER,PROT,MOUSE
Q9ES46;F2Z417,Beta-parvin,Parvb,-19.77329636,-20.18944359,-19.27988625,-17.53834534,-17.32471466,-20.73071289,-19.03336716,-18.4791317,,0.123638414,0.843948448,0.30326128,0.298031209,LIVER,PROT,MOUSE
Q9ES52-3;Q9ES52-2;Q9ES52;Q9ES52-4;Q9ES52-6;Q9ES52-5;F7BZA7,Phosphatidylinositol 3.4.5-trisphosphate 5-phosphatase 1,Inpp5d,-19.03943443,-18.6394062,-18.46420097,-18.48006439,-18.04443359,-18.39582443,-20.40527916,-19.49671936,,0.330236138,0.641605653,-0.429787636,-0.65698367,LIVER,PROT,MOUSE
Q9ES56;Q3V493;A0A1L1SR61,Trafficking protein particle complex subunit 4,Trappc4,-16.03141594,-16.35667992,-16.35409164,-16.70102692,-17.90159988,-17.5359211,-17.65553093,-16.75608253,+,2.096158483,0.050037267,-1.101480007,-2.878442485,LIVER,PROT,MOUSE
Q9ES74;Q3TN15,Serine/threonine-protein kinase Nek7,Nek7,-15.99559021,-15.96369934,-15.54768467,-16.08799744,-16.33705521,-14.75526142,-15.05150509,-15.19481754,,0.757413504,0.360471031,0.564083099,1.208880194,LIVER,PROT,MOUSE
Q9ES97-3,Reticulon-3,Rtn3,-14.48652077,-14.31551647,-14.46858692,-13.77556801,-14.32422352,-14.34932613,-14.06947899,-13.81724739,,0.236137336,0.790874155,0.121479034,0.39433624,LIVER,PROT,MOUSE
Q9ESC8;F6WNE9,AF4/FMR2 family member 4,Aff4,-20.57223511,-23.92795753,-21.50861549,-18.78072929,-20.22797012,-19.47529793,-25.22356415,-25.4974575,,0.30820253,0.618581406,-1.408688068,-0.695760601,LIVER,PROT,MOUSE
Q9ESJ4,NCK-interacting protein with SH3 domain,Nckipsd,-20.89475632,-22.07546997,-20.9788208,-19.70614624,-19.71019936,-19.73755646,-22.32796097,-20.65102386,,0.149932087,0.814908644,0.307113171,0.348242217,LIVER,PROT,MOUSE
Q9ESL4;Q9ESL4-3;Q9ESL4-2;A2ASW6,Mitogen-activated protein kinase kinase kinase MLT,Zak,-19.11698532,-18.28483963,-18.52369881,-18.42862701,-17.73519516,-18.08242607,-18.28068924,-17.70349884,,1.491286319,0.166723684,0.638085365,1.933316019,LIVER,PROT,MOUSE
Q9ESN6;Q3UHH4;E9QKC6;D3YY69;D3YTN5;D3YZJ0,Tripartite motif-containing protein 2,Trim2,-17.46999359,-17.20618248,-16.77080536,-17.36713409,-16.16157532,-16.42661858,-16.1111145,-16.5465374,+,2.518454221,0.03919171,0.892067432,3.11667373,LIVER,PROT,MOUSE
Q9ESP1,Stromal cell-derived factor 2-like protein 1,Sdf2l1,-14.35817242,-13.89853573,-13.93936253,-13.84237766,-14.7432785,-16.25052452,-16.66008377,-15.77334499,+,2.293301689,0.025130742,-1.847195864,-3.488393571,LIVER,PROT,MOUSE
Q9EST3-2;Q9EST3;A8Y5K6;Q5NBZ7;Q5NBZ4,Eukaryotic translation initiation factor 4E transporter,Eif4enif1,-21.55073357,-20.36651421,-19.76467323,-21.25170517,-18.54624748,-18.2308445,-20.15101433,-18.90082359,,1.634163991,0.074090323,1.776174068,2.585478776,LIVER,PROT,MOUSE
Q9EST4-3;Q9EST4,Proteasome assembly chaperone 2,Psmg2,-16.99879837,-16.70985413,-16.69846535,-17.38632584,-17.28930855,-17.64194107,-18.07362747,-16.84564018,,0.839345728,0.341033439,-0.514268398,-1.264026873,LIVER,PROT,MOUSE
Q9EST5;Q9EST5-2,Acidic leucine-rich nuclear phosphoprotein 32 family member B,Anp32b,-15.65280342,-14.7490387,-14.55996799,-18.14756203,-18.58638763,-19.22743225,-14.96305847,-14.32698727,,0.277014886,0.66087642,-0.998623371,-0.626929273,LIVER,PROT,MOUSE
Q9ESW4;Q9ESW4-2;A0A0J9YU24,Acylglycerol kinase. mitochondrial,Agk,-15.20345783,-14.75069237,-14.85491943,-16.43289566,-17.53640938,-16.39186287,-15.56841183,-15.28787994,,0.671946776,0.363827327,-0.885649681,-1.204205049,LIVER,PROT,MOUSE
Q9ESX4-2;Q9ESX4,Nucleolar protein of 40 kDa,Zcchc17,-21.31125641,-21.19381714,-21.3143158,-19.91388893,-20.99692154,-20.57794952,-22.30101967,-21.79633331,,0.415455003,0.568050205,-0.484736443,-0.786304849,LIVER,PROT,MOUSE
Q9ESX5;B7ZCL7;A2AN81;F6YUI5;F6S1S5,H/ACA ribonucleoprotein complex subunit 4,Dkc1,-13.7503109,-13.84161949,-13.47912788,-13.20476437,-13.68441391,-13.93108177,-13.9274044,-13.96746063,,1.007897627,0.365756716,-0.30863452,-1.197350093,LIVER,PROT,MOUSE
Q9ESY9,Gamma-interferon-inducible lysosomal thiol reductase,Ifi30,-16.2808609,-16.78057098,-16.473423,-16.61289406,-17.63213921,-18.23776627,-18.38497734,-17.44373703,+,2.823157088,0.01402,-1.387717724,-3.943360131,LIVER,PROT,MOUSE
Q9ET01;Q3UEJ6,Glycogen phosphorylase. liver form;Alpha-1.4 glucan phosphorylase,Pygl,-8.146149635,-8.226571083,-8.092630386,-8.048725128,-7.987266064,-7.848658562,-8.01632309,-8.184871674,,0.740932546,0.636398069,0.119239211,0.666427664,LIVER,PROT,MOUSE
Q9ET22,Dipeptidyl peptidase 2,Dpp7,-14.51286221,-14.76449966,-14.26074505,-13.58283329,-13.85412025,-14.31050968,-15.16848087,-15.8368597,,0.451141606,0.537835079,-0.512257576,-0.839868134,LIVER,PROT,MOUSE
Q9ET26;S4R1Z0,E3 ubiquitin-protein ligase RNF114,Rnf114,-14.99535942,-15.17092705,-14.95816422,-13.76838779,-14.44885921,-13.79165459,-15.02687263,-15.50842762,,0.020271115,0.976592273,0.029256105,0.049525119,LIVER,PROT,MOUSE
Q9ET30,Transmembrane 9 superfamily member 3,Tm9sf3,-13.93885231,-13.79132557,-14.12561321,-15.04516029,-14.28249073,-15.34850693,-13.85761166,-14.58315182,,0.289062672,0.699164141,-0.292702436,-0.560621274,LIVER,PROT,MOUSE
Q9ET43,Claudin-12,Cldn12,-18.38420296,-18.9419651,-18.3217144,-18.78824043,-20.02319908,-21.20333672,-19.69080162,-18.9118309,,1.447603651,0.108378198,-1.348261356,-2.248027671,LIVER,PROT,MOUSE
Q9ET54-3;Q9ET54-4;Q9ET54-6;Q9ET54;Q9ET54-2;D3Z1J5,Palladin,Palld,-14.39216423,-14.6425972,-14.33820915,-14.45123577,-14.33511925,-14.6258173,-14.25777721,-14.94689751,,0.19806956,0.83340522,-0.085351229,-0.315961116,LIVER,PROT,MOUSE
Q9ET54-5,Palladin,Palld,-18.196661,-19.69230461,-19.6291275,-19.95055962,-20.5299778,-19.3657856,-19.52936935,-18.974226,,0.175112792,0.798847799,-0.232676506,-0.377425194,LIVER,PROT,MOUSE
Q9JHE3,Neutral ceramidase;Neutral ceramidase soluble form,Asah2,-21.15058708,-19.81085777,-20.79944992,-20.94823265,-19.60483551,-22.37379074,-24.89185524,-19.1324482,,0.244246773,0.698832282,-0.823450565,-0.560108019,LIVER,PROT,MOUSE
Q9JHF5;F6ZFB8;F6XRE6,V-type proton ATPase subunit a,Tcirg1,-14.38252449,-14.37533188,-14.12421131,-14.23358059,-14.96339989,-14.55818176,-14.61554909,-15.23173332,,1.798289043,0.134299029,-0.563303947,-2.09071723,LIVER,PROT,MOUSE
Q9JHH6;CON__Q2KIG3,Carboxypeptidase B2,Cpb2,-18.68336678,-18.19163322,-19.08820343,-17.87397575,-17.37277222,-21.09965324,-17.32052612,-18.10643387,,0.005580171,0.992940084,-0.015551567,-0.015063575,LIVER,PROT,MOUSE
Q9JHH9,Coatomer subunit zeta-2,Copz2,-17.30646324,-17.48440742,-17.24319649,-19.01842117,-18.1886692,-18.40932655,-16.19993973,-16.18917465,,0.290828594,0.66779573,0.516344547,0.614112037,LIVER,PROT,MOUSE
Q9JHI2;D3Z6J6;Q9JHI2-3;Q9JHI2-2,tRNA-specific adenosine deaminase 1,Adat1,-19.80268097,-19.02953339,-18.9475193,-18.90127563,-18.60270882,-18.70098495,-20.22639084,-19.58040428,,0.088692917,0.899042859,-0.1073699,-0.198889529,LIVER,PROT,MOUSE
Q9JHI5,Isovaleryl-CoA dehydrogenase. mitochondrial,Ivd,-9.564486504,-9.729651451,-9.929279327,-9.71973896,-10.42370415,-10.70458794,-10.33839226,-10.57398319,+,3.380594439,0.01695082,-0.774377823,-3.682652413,LIVER,PROT,MOUSE
Q9JHI7;D6RGB5;A0A0G2JFV9,Exosome complex component RRP45,Exosc9,-16.50782967,-16.89927864,-16.42668152,-16.58703804,-17.23498344,-16.94650841,-16.19731331,-17.03370857,,0.445789403,0.61088401,-0.247921467,-0.709905262,LIVER,PROT,MOUSE
Q9JHI9,Solute carrier family 40 member 1,Slc40a1,-19.19263649,-18.92542839,-18.99267387,-17.1382103,-16.88097,-17.14964485,-18.49054146,-18.95401001,,0.447274892,0.51959337,0.693445683,0.872036814,LIVER,PROT,MOUSE
Q9JHJ0;A0A1L1SQ12;A0A1L1SR42;Q9JKK7-3;Q9JKK7;A0A1L1SU70,Tropomodulin-3,Tmod3,-13.25251102,-13.24336052,-13.20330811,-13.64778423,-13.28624153,-13.26317978,-13.25941181,-13.55176353,,0.009085622,0.993063441,-0.003408194,-0.015080849,LIVER,PROT,MOUSE
Q9JHK4;Q9JHK4-2,Geranylgeranyl transferase type-2 subunit alpha,Rabggta,-13.76249504,-14.07256031,-13.68875694,-13.47412014,-13.12552834,-13.10202312,-13.87949657,-13.42298603,,0.837546564,0.387148479,0.366974592,1.149106547,LIVER,PROT,MOUSE
Q9JHP7;D6RE32;Q9JHP7-3;Q9JHP7-2,KDEL motif-containing protein 1,Kdelc1,-19.20269012,-19.1965313,-19.11110687,-19.41390991,-19.31139565,-18.5024128,-19.90309906,-18.80896187,,0.118447887,0.873110029,0.099592209,0.241011268,LIVER,PROT,MOUSE
Q9JHQ5;F6VG18;A0A1L1SSX7;A0A1L1ST13;F6VTH5;E9Q9P1,Leucine zipper transcription factor-like protein 1,Lztfl1,-16.10453224,-16.1619339,-16.0750103,-15.9858017,-16.56848145,-16.91485596,-16.78460503,-16.16638374,,1.696422233,0.160260497,-0.526762009,-1.966536397,LIVER,PROT,MOUSE
Q9JHS3;D3YTS4,Ragulator complex protein LAMTOR2,Lamtor2,-16.05941963,-15.92981148,-16.18931389,-15.42508125,-15.59070683,-16.27299118,-16.29598808,-16.47961807,,0.452557735,0.60424581,-0.258919477,-0.725109081,LIVER,PROT,MOUSE
Q9JHS4;Q6P8N8;F7BB92,ATP-dependent Clp protease ATP-binding subunit clpX-like. mitochondrial,Clpx,-12.36870766,-12.29506016,-12.34930611,-12.0267477,-12.31551933,-12.3276825,-12.6429882,-12.61787796,,0.919182231,0.456906212,-0.216061592,-0.984597596,LIVER,PROT,MOUSE
Q9JHS9;A0A1L1SVD8,Spliceosome-associated protein CWC15 homolog,Cwc15,-16.58573151,-17.09999084,-16.50530434,-16.44554901,-15.81333351,-15.91820431,-17.23736,-17.43223381,,0.045446852,0.947732023,0.058861017,0.106633936,LIVER,PROT,MOUSE
Q9JHU4,Cytoplasmic dynein 1 heavy chain 1,Dync1h1,-10.70496845,-10.45887947,-10.44167233,-10.89091492,-10.82986355,-10.60926819,-10.63950253,-10.41786098,,3.66E-05,1,-1.50E-05,-6.35E-05,LIVER,PROT,MOUSE
Q9JHU9;A0A1B0GS86,Inositol-3-phosphate synthase 1,Isyna1,-17.1470871,-14.1862402,-15.27923107,-16.19988632,-15.76609898,-16.39263344,-15.46093369,-16.26927185,,0.153851389,0.813912432,-0.269123316,-0.34966586,LIVER,PROT,MOUSE
Q9JHW2,Omega-amidase NIT2,Nit2,-10.24161434,-10.31339073,-10.37365913,-10.7843132,-10.19107628,-10.20209408,-10.62247467,-10.62916279,,0.033838243,0.971985503,0.017042398,0.062263932,LIVER,PROT,MOUSE
Q9JHW4;A0A0N4SUV6;A0A0N4SWD9;A0A0N4SUU3;A0A0N4SVA4;A0A0N4SWB3,Selenocysteine-specific elongation factor,Eefsec,-13.25575256,-13.41623783,-13.39543915,-13.72047043,-13.10189629,-14.30814934,-13.35464764,-13.20663166,,0.055044046,0.943431484,-0.045856237,-0.116541081,LIVER,PROT,MOUSE
Q9JI08,Bridging integrator 3,Bin3,-21.44259262,-19.50277138,-19.06401253,-18.81682777,-19.13016129,-21.18734932,-18.3963623,-21.05414581,,0.093673162,0.877907831,-0.235453606,-0.231466071,LIVER,PROT,MOUSE
Q9JI10;Q9JI10-2,Serine/threonine-protein kinase 3;Serine/threonine-protein kinase 3 36kDa subunit;Serine/threonine-protein kinase 3 20kDa subunit,Stk3,-19.87066269,-20.66443825,-20.68369865,-21.54118729,-19.66348076,-21.02971649,-19.51089668,-19.57518768,,0.732123097,0.346016336,0.745176315,1.245844409,LIVER,PROT,MOUSE
Q9JI11;A2A5M9;Q8CDG4;F7BYZ4;D6RHQ9,Serine/threonine-protein kinase 4;Serine/threonine-protein kinase 4 37kDa subunit;Serine/threonine-protein kinase 4 18kDa subunit,Stk4,-13.34443665,-12.74631691,-13.34318829,-12.73848724,-12.70377922,-16.61782265,-13.80649853,-13.10168076,,0.518687671,0.443252582,-1.014338017,-1.014050276,LIVER,PROT,MOUSE
Q9JI13;Q9JI13-2,Something about silencing protein 10,Utp3,-18.36804008,-18.49651527,-18.73645401,-19.63391876,-19.98950768,-18.32120323,-20.36953545,-20.73856926,,0.870883363,0.270305221,-1.04597187,-1.483414494,LIVER,PROT,MOUSE
Q9JI39,ATP-binding cassette sub-family B member 10. mitochondrial,Abcb10,-14.42147732,-14.63661671,-14.48130131,-13.44787216,-14.95635128,-15.50094223,-15.19322205,-15.95136929,,1.807892795,0.0735,-1.153654337,-2.591621183,LIVER,PROT,MOUSE
Q9JI44;Q9JI44-2,DNA methyltransferase 1-associated protein 1,Dmap1,-21.63179588,-21.14213181,-21.11440659,-18.05726814,-17.51063347,-16.51843452,-17.85612106,-19.61339569,,1.335908694,0.103241618,2.611754417,2.286741744,LIVER,PROT,MOUSE
Q9JI48,Placenta-specific gene 8 protein,Plac8,-16.19167709,-15.95640564,-15.71016312,-15.37635994,-15.51381683,-15.50610256,-15.48393631,-15.3820715,,0.976487838,0.357913505,0.337169647,1.216900469,LIVER,PROT,MOUSE
Q9JI58,Retinoic acid early-inducible protein 1-delta,Raet1d,-21.91923332,-21.78030777,-18.84867477,-19.42979813,-16.51647186,-15.80767059,-18.3445549,-18.25678635,+,1.739254433,0.048426087,3.263132572,2.927497335,LIVER,PROT,MOUSE
Q9JI60,Lecithin retinol acyltransferase,Lrat,-20.76046371,-21.79492569,-21.64443207,-20.75969124,-21.00211906,-18.48578453,-18.36002731,-19.61774254,,1.49352034,0.090110961,1.873459816,2.418971354,LIVER,PROT,MOUSE
Q9JI75;A0A1Y7VMA0,Ribosyldihydronicotinamide dehydrogenase [quinone],Nqo2,-11.31925297,-11.43042374,-11.22873783,-11.81409168,-11.89576912,-12.36323261,-11.28860378,-11.30243015,,0.402391454,0.628751803,-0.264382362,-0.679239149,LIVER,PROT,MOUSE
Q9JI78;A0A286YCI0;A0A286YCZ7;A0A286YDI5,Peptide-N(4)-(N-acetyl-beta-glucosaminyl)asparagine amidase,Ngly1,-15.00615788,-15.34420967,-15.16205597,-15.23221684,-15.02913284,-14.68391037,-13.51169968,-13.59319782,,1.342981139,0.151640889,0.98167491,2.004117939,LIVER,PROT,MOUSE
Q9JI90;G3XA54;Q9JI90-2,E3 ubiquitin-protein ligase RNF14,Rnf14,-15.62407398,-15.43866444,-15.31200314,-17.16176033,-17.19109154,-16.40132332,-17.11580849,-15.94614124,,0.727531609,0.345789432,-0.779465675,-1.24960543,LIVER,PROT,MOUSE
