Uniprot ID,Entry name,Gene name,Protein name,SWATH_T2D,SWATH_IGT,SWATH_IFG,SWATH_NGT,ANOVA_p-value,ANOVA_q-value,Tissue,Ome,Species
Q9NQC3,RTN4_HUMAN,RTN4,Reticulon-4,2.11E+06,2.15E+06,2.06E+06,2.09E+06,9.00E-01,9.38E-01,SKM-VL,PROT,HUMAN
Q9Y224,RTRAF_HUMAN,RTRAF,"RNA transcription, translation and transport factor protein",3.34E+06,2.73E+06,3.33E+06,2.95E+06,4.22E-01,5.82E-01,SKM-VL,PROT,HUMAN
Q9Y265,RUVB1_HUMAN,RUVBL1,RuvB-like 1,1.69E+04,2.68E+04,2.39E+04,2.47E+04,7.95E-02,1.90E-01,SKM-VL,PROT,HUMAN
Q9Y230,RUVB2_HUMAN,RUVBL2,RuvB-like 2,1.34E+04,1.56E+04,1.26E+04,1.44E+04,9.05E-01,9.42E-01,SKM-VL,PROT,HUMAN
P21817,RYR1_HUMAN,RYR1,Ryanodine receptor 1,4.48E+06,4.83E+06,4.60E+06,4.72E+06,4.92E-01,6.38E-01,SKM-VL,PROT,HUMAN
Q15413,RYR3_HUMAN,RYR3,Ryanodine receptor 3,5.77E+03,5.31E+03,6.14E+03,5.99E+03,9.31E-01,9.56E-01,SKM-VL,PROT,HUMAN
P23297,S10A1_HUMAN,S100A1,Protein S100-A1,1.14E+06,1.55E+06,1.42E+06,1.51E+06,4.48E-03,2.68E-02,SKM-VL,PROT,HUMAN
P26447,S10A4_HUMAN,S100A4,Protein S100-A4,5.01E+05,3.88E+05,3.56E+05,3.29E+05,4.24E-03,2.56E-02,SKM-VL,PROT,HUMAN
P06703,S10A6_HUMAN,S100A6,Protein S100-A6,1.32E+05,1.33E+05,1.14E+05,1.40E+05,3.46E-01,5.19E-01,SKM-VL,PROT,HUMAN
P06702,S10A9_HUMAN,S100A9,Protein S100-A9,4.10E+04,3.57E+04,5.01E+04,5.25E+04,7.38E-01,8.26E-01,SKM-VL,PROT,HUMAN
P60903,S10AA_HUMAN,S100A10,Protein S100-A10,1.63E+05,1.77E+05,1.57E+05,1.85E+05,2.42E-01,4.14E-01,SKM-VL,PROT,HUMAN
P31949,S10AB_HUMAN,S100A11,Protein S100-A11,1.36E+04,1.26E+04,1.66E+04,1.28E+04,8.06E-01,8.75E-01,SKM-VL,PROT,HUMAN
Q99584,S10AD_HUMAN,S100A13,Protein S100-A13,2.29E+05,2.57E+05,2.35E+05,2.55E+05,6.53E-01,7.62E-01,SKM-VL,PROT,HUMAN
Q96FQ6,S10AG_HUMAN,S100A16,Protein S100-A16,5.99E+04,7.52E+04,7.33E+04,6.94E+04,5.83E-01,7.12E-01,SKM-VL,PROT,HUMAN
Q86VD7,S2542_HUMAN,SLC25A42,Mitochondrial coenzyme A transporter SLC25A42,2.43E+04,2.88E+04,2.34E+04,3.25E+04,1.37E-01,2.78E-01,SKM-VL,PROT,HUMAN
Q6PCB7,S27A1_HUMAN,SLC27A1,Long-chain fatty acid transport protein 1,1.14E+05,9.12E+04,1.14E+05,1.08E+05,2.51E-01,4.23E-01,SKM-VL,PROT,HUMAN
Q99808,S29A1_HUMAN,SLC29A1,Equilibrative nucleoside transporter 1,1.41E+04,1.11E+04,9.14E+03,1.53E+04,8.53E-02,1.98E-01,SKM-VL,PROT,HUMAN
L0R6Q1,S35U4_HUMAN,SLC35A4,SLC35A4 upstream open reading frame protein,1.70E+04,1.94E+04,1.85E+04,2.40E+04,1.74E-01,3.24E-01,SKM-VL,PROT,HUMAN
Q9NTJ5,SAC1_HUMAN,SACM1L,Phosphatidylinositide phosphatase SAC1,8.67E+03,7.42E+03,1.18E+04,1.01E+04,4.13E-01,5.75E-01,SKM-VL,PROT,HUMAN
Q15424,SAFB1_HUMAN,SAFB,Scaffold attachment factor B1,2.20E+04,3.17E+04,2.63E+04,3.06E+04,2.61E-02,8.83E-02,SKM-VL,PROT,HUMAN
P23526,SAHH_HUMAN,AHCY,Adenosylhomocysteinase,3.58E+05,4.30E+05,3.89E+05,4.18E+05,1.06E-01,2.31E-01,SKM-VL,PROT,HUMAN
Q9Y512,SAM50_HUMAN,SAMM50,Sorting and assembly machinery component 50 homolog,1.04E+06,1.31E+06,1.17E+06,1.46E+06,4.00E-05,8.19E-04,SKM-VL,PROT,HUMAN
Q70HW3,SAMC_HUMAN,SLC25A26,S-adenosylmethionine mitochondrial carrier protein,1.16E+04,7.82E+03,1.09E+04,1.00E+04,4.48E-01,6.01E-01,SKM-VL,PROT,HUMAN
P02743,SAMP_HUMAN,APCS,Serum amyloid P-component,1.20E+05,1.18E+05,9.45E+04,1.31E+05,2.77E-01,4.50E-01,SKM-VL,PROT,HUMAN
P07602,SAP_HUMAN,PSAP,Prosaposin,6.34E+05,6.63E+05,6.03E+05,7.60E+05,3.07E-02,9.77E-02,SKM-VL,PROT,HUMAN
Q9NR31,SAR1A_HUMAN,SAR1A,GTP-binding protein SAR1a,3.59E+04,3.79E+04,3.67E+04,3.74E+04,9.98E-01,9.99E-01,SKM-VL,PROT,HUMAN
Q9Y6B6,SAR1B_HUMAN,SAR1B,GTP-binding protein SAR1b,2.53E+05,2.53E+05,2.44E+05,3.01E+05,2.57E-02,8.72E-02,SKM-VL,PROT,HUMAN
P43007,SATT_HUMAN,SLC1A4,Neutral amino acid transporter A,7.37E+04,9.09E+04,6.38E+04,7.48E+04,7.34E-01,8.23E-01,SKM-VL,PROT,HUMAN
Q9Y3A5,SBDS_HUMAN,SBDS,Ribosome maturation protein SBDS,7.73E+04,7.45E+04,6.53E+04,6.30E+04,3.07E-01,4.80E-01,SKM-VL,PROT,HUMAN
Q13228,SBP1_HUMAN,SELENBP1,Methanethiol oxidase,1.09E+06,1.35E+06,1.22E+06,1.35E+06,8.60E-03,4.21E-02,SKM-VL,PROT,HUMAN
P67812,SC11A_HUMAN,SEC11A,Signal peptidase complex catalytic subunit SEC11A,2.11E+04,2.27E+04,2.08E+04,3.04E+04,3.29E-02,1.03E-01,SKM-VL,PROT,HUMAN
O75396,SC22B_HUMAN,SEC22B,Vesicle-trafficking protein SEC22b,4.26E+04,6.70E+04,5.53E+04,6.47E+04,3.44E-04,3.96E-03,SKM-VL,PROT,HUMAN
Q15436,SC23A_HUMAN,SEC23A,Protein transport protein Sec23A,8.23E+04,2.44E+05,9.16E+04,1.02E+05,4.02E-02,1.20E-01,SKM-VL,PROT,HUMAN
P53992,SC24C_HUMAN,SEC24C,Protein transport protein Sec24C,1.48E+04,3.12E+04,2.06E+04,1.52E+04,7.57E-02,1.83E-01,SKM-VL,PROT,HUMAN
O14828,SCAM3_HUMAN,SCAMP3,Secretory carrier-associated membrane protein 3,9.92E+05,9.99E+05,9.89E+05,7.65E+05,3.49E-01,5.21E-01,SKM-VL,PROT,HUMAN
Q8WVM8,SCFD1_HUMAN,SCFD1,Sec1 family domain-containing protein 1,1.80E+04,2.21E+04,2.48E+04,2.58E+04,2.78E-02,9.19E-02,SKM-VL,PROT,HUMAN
Q8WU76,SCFD2_HUMAN,SCFD2,Sec1 family domain-containing protein 2,1.08E+04,6.12E+03,8.01E+03,7.26E+03,1.64E-01,3.11E-01,SKM-VL,PROT,HUMAN
Q6NUK1,SCMC1_HUMAN,SLC25A24,Calcium-binding mitochondrial carrier protein SCaMC-1,5.90E+04,6.67E+04,6.19E+04,7.90E+04,1.01E-01,2.24E-01,SKM-VL,PROT,HUMAN
Q9UIL1,SCOC_HUMAN,SCOC,Short coiled-coil protein,2.41E+04,2.07E+04,1.81E+04,1.95E+04,7.93E-01,8.67E-01,SKM-VL,PROT,HUMAN
P55809,SCOT1_HUMAN,OXCT1,"Succinyl-CoA:3-ketoacid coenzyme A transferase 1, mitochondrial",8.11E+04,9.70E+04,1.22E+05,1.20E+05,1.55E-01,3.00E-01,SKM-VL,PROT,HUMAN
Q8NBX0,SCPDL_HUMAN,SCCPDH,Saccharopine dehydrogenase-like oxidoreductase,4.59E+05,6.15E+05,5.46E+05,6.00E+05,8.05E-02,1.92E-01,SKM-VL,PROT,HUMAN
Q14108,SCRB2_HUMAN,SCARB2,Lysosome membrane protein 2,2.02E+04,3.03E+04,2.12E+04,2.56E+04,3.94E-01,5.60E-01,SKM-VL,PROT,HUMAN
P31040,SDHA_HUMAN,SDHA,"Succinate dehydrogenase [ubiquinone] flavoprotein subunit, mitochondrial",3.71E+06,3.64E+06,3.96E+06,4.44E+06,1.23E-04,1.88E-03,SKM-VL,PROT,HUMAN
P21912,SDHB_HUMAN,SDHB,"Succinate dehydrogenase [ubiquinone] iron-sulfur subunit, mitochondrial",2.13E+06,2.22E+06,2.40E+06,2.71E+06,6.75E-05,1.17E-03,SKM-VL,PROT,HUMAN
P55735,SEC13_HUMAN,SEC13,Protein SEC13 homolog,5.06E+04,3.32E+04,5.23E+04,4.20E+04,2.73E-01,4.47E-01,SKM-VL,PROT,HUMAN
P63302,SELW_HUMAN,SELENOW,Selenoprotein W,1.12E+05,6.18E+04,7.86E+04,1.05E+05,8.39E-02,1.97E-01,SKM-VL,PROT,HUMAN
Q9P0V9,SEP10_HUMAN,SEPTIN10,Septin-10,7.23E+03,9.41E+03,1.01E+04,1.12E+04,7.81E-04,7.23E-03,SKM-VL,PROT,HUMAN
Q9NVA2,SEP11_HUMAN,SEPTIN11,Septin-11,7.38E+04,8.17E+04,6.01E+04,6.75E+04,5.06E-01,6.50E-01,SKM-VL,PROT,HUMAN
Q15019,SEPT2_HUMAN,SEPTIN2,Septin-2,9.09E+04,1.18E+05,1.07E+05,1.21E+05,2.57E-01,4.29E-01,SKM-VL,PROT,HUMAN
Q16181,SEPT7_HUMAN,SEPTIN7,Septin-7,7.23E+04,7.65E+04,7.68E+04,7.62E+04,9.97E-01,9.99E-01,SKM-VL,PROT,HUMAN
Q9UHD8,SEPT9_HUMAN,SEPTIN9,Septin-9,9.72E+03,1.39E+04,6.81E+03,1.34E+04,1.77E-02,6.92E-02,SKM-VL,PROT,HUMAN
P50454,SERPH_HUMAN,SERPINH1,Serpin H1,8.60E+04,4.57E+04,1.18E+05,8.47E+04,4.63E-01,6.13E-01,SKM-VL,PROT,HUMAN
Q9Y6P5,SESN1_HUMAN,SESN1,Sestrin-1,5.87E+04,5.38E+04,5.27E+04,6.28E+04,4.05E-01,5.69E-01,SKM-VL,PROT,HUMAN
Q15637,SF01_HUMAN,SF1,Splicing factor 1,8.11E+03,1.22E+04,1.24E+04,1.22E+04,1.62E-01,3.08E-01,SKM-VL,PROT,HUMAN
O75533,SF3B1_HUMAN,SF3B1,Splicing factor 3B subunit 1,1.98E+04,2.08E+04,2.86E+04,2.19E+04,2.67E-01,4.40E-01,SKM-VL,PROT,HUMAN
Q15393,SF3B3_HUMAN,SF3B3,Splicing factor 3B subunit 3,5.96E+04,2.72E+04,3.63E+04,4.20E+04,9.20E-02,2.09E-01,SKM-VL,PROT,HUMAN
P23246,SFPQ_HUMAN,SFPQ,"Splicing factor, proline- and glutamine-rich",1.43E+05,1.70E+05,1.79E+05,1.89E+05,1.40E-01,2.81E-01,SKM-VL,PROT,HUMAN
Q9H9B4,SFXN1_HUMAN,SFXN1,Sideroflexin-1,6.61E+04,7.60E+04,6.37E+04,7.51E+04,7.28E-01,8.19E-01,SKM-VL,PROT,HUMAN
Q16586,SGCA_HUMAN,SGCA,Alpha-sarcoglycan,2.98E+05,3.50E+05,3.13E+05,3.43E+05,3.84E-01,5.50E-01,SKM-VL,PROT,HUMAN
Q16585,SGCB_HUMAN,SGCB,Beta-sarcoglycan,1.16E+05,1.25E+05,1.17E+05,1.30E+05,6.85E-01,7.86E-01,SKM-VL,PROT,HUMAN
Q92629,SGCD_HUMAN,SGCD,Delta-sarcoglycan,6.83E+05,7.24E+05,6.26E+05,8.42E+05,2.22E-02,8.06E-02,SKM-VL,PROT,HUMAN
Q13326,SGCG_HUMAN,SGCG,Gamma-sarcoglycan,1.13E+05,9.12E+04,9.75E+04,8.74E+04,3.02E-01,4.74E-01,SKM-VL,PROT,HUMAN
Q9Y2Z0,SGT1_HUMAN,SUGT1,Protein SGT1 homolog,1.12E+05,9.48E+04,7.14E+04,1.15E+05,2.99E-01,4.70E-01,SKM-VL,PROT,HUMAN
O43765,SGTA_HUMAN,SGTA,Small glutamine-rich tetratricopeptide repeat-containing protein alpha,1.22E+05,1.39E+05,1.31E+05,1.59E+05,1.09E-01,2.35E-01,SKM-VL,PROT,HUMAN
P55822,SH3BG_HUMAN,SH3BGR,SH3 domain-binding glutamic acid-rich protein,6.61E+04,8.25E+04,6.84E+04,8.11E+04,9.11E-01,9.45E-01,SKM-VL,PROT,HUMAN
Q9Y371,SHLB1_HUMAN,SH3GLB1,Endophilin-B1,2.96E+04,3.03E+04,4.43E+04,5.07E+04,2.88E-04,3.45E-03,SKM-VL,PROT,HUMAN
Q9NR46,SHLB2_HUMAN,SH3GLB2,Endophilin-B2,5.97E+04,4.05E+04,5.52E+04,4.77E+04,3.38E-01,5.13E-01,SKM-VL,PROT,HUMAN
Q9NTG7,SIR3_HUMAN,SIRT3,"NAD-dependent protein deacetylase sirtuin-3, mitochondrial",3.50E+04,2.79E+04,2.63E+04,4.87E+04,1.59E-06,6.48E-05,SKM-VL,PROT,HUMAN
Q9NXA8,SIR5_HUMAN,SIRT5,"NAD-dependent protein deacylase sirtuin-5, mitochondrial",2.33E+05,2.18E+05,2.65E+05,2.43E+05,8.46E-01,9.00E-01,SKM-VL,PROT,HUMAN
Q15477,SKIV2_HUMAN,SKIV2L,Helicase SKI2W,6.55E+04,3.53E+04,8.53E+04,7.42E+04,1.22E-01,2.55E-01,SKM-VL,PROT,HUMAN
P63208,SKP1_HUMAN,SKP1,S-phase kinase-associated protein 1,1.35E+05,2.09E+05,1.38E+05,1.64E+05,1.10E-01,2.37E-01,SKM-VL,PROT,HUMAN
Q14BN4,SLMAP_HUMAN,SLMAP,Sarcolemmal membrane-associated protein,4.72E+05,5.60E+05,5.14E+05,5.88E+05,4.36E-03,2.62E-02,SKM-VL,PROT,HUMAN
P62316,SMD2_HUMAN,SNRPD2,Small nuclear ribonucleoprotein Sm D2,1.29E+04,1.74E+04,1.63E+04,1.66E+04,5.11E-01,6.54E-01,SKM-VL,PROT,HUMAN
P62318,SMD3_HUMAN,SNRPD3,Small nuclear ribonucleoprotein Sm D3,3.68E+04,5.86E+04,4.55E+04,6.23E+04,1.53E-02,6.26E-02,SKM-VL,PROT,HUMAN
Q96Q15,SMG1_HUMAN,SMG1,Serine/threonine-protein kinase SMG1,6.09E+03,4.28E+03,7.89E+03,8.92E+03,9.81E-02,2.20E-01,SKM-VL,PROT,HUMAN
Q9UHP9,SMPX_HUMAN,SMPX,Small muscular protein,7.16E+05,7.47E+05,7.90E+05,8.73E+05,1.94E-03,1.40E-02,SKM-VL,PROT,HUMAN
A8MU46,SMTL1_HUMAN,SMTNL1,Smoothelin-like protein 1,7.04E+05,9.09E+05,8.32E+05,8.10E+05,1.85E-01,3.40E-01,SKM-VL,PROT,HUMAN
Q2TAL5,SMTL2_HUMAN,SMTNL2,Smoothelin-like protein 2,4.29E+05,5.54E+05,4.33E+05,4.81E+05,3.31E-02,1.04E-01,SKM-VL,PROT,HUMAN
P53814,SMTN_HUMAN,SMTN,Smoothelin,1.32E+04,2.55E+04,1.41E+04,1.78E+04,1.00E-01,2.23E-01,SKM-VL,PROT,HUMAN
Q8NB12,SMYD1_HUMAN,SMYD1,Histone-lysine N-methyltransferase SMYD1,4.22E+06,4.59E+06,4.50E+06,4.60E+06,1.10E-01,2.37E-01,SKM-VL,PROT,HUMAN
P54920,SNAA_HUMAN,NAPA,Alpha-soluble NSF attachment protein,5.92E+05,6.23E+05,5.06E+05,6.22E+05,3.14E-01,4.89E-01,SKM-VL,PROT,HUMAN
Q99747,SNAG_HUMAN,NAPG,Gamma-soluble NSF attachment protein,1.64E+04,1.71E+04,1.89E+04,1.99E+04,7.14E-01,8.08E-01,SKM-VL,PROT,HUMAN
O43760,SNG2_HUMAN,SYNGR2,Synaptogyrin-2,8.51E+04,1.11E+05,8.21E+04,9.27E+04,6.52E-01,7.62E-01,SKM-VL,PROT,HUMAN
O95721,SNP29_HUMAN,SNAP29,Synaptosomal-associated protein 29,1.36E+04,9.78E+03,1.52E+04,1.37E+04,4.06E-01,5.70E-01,SKM-VL,PROT,HUMAN
Q13424,SNTA1_HUMAN,SNTA1,Alpha-1-syntrophin,5.68E+05,7.29E+05,6.82E+05,7.35E+05,7.90E-03,3.98E-02,SKM-VL,PROT,HUMAN
Q13884,SNTB1_HUMAN,SNTB1,Beta-1-syntrophin,4.85E+05,5.34E+05,4.94E+05,5.25E+05,7.75E-01,8.55E-01,SKM-VL,PROT,HUMAN
Q13425,SNTB2_HUMAN,SNTB2,Beta-2-syntrophin,4.49E+04,5.36E+04,5.14E+04,5.47E+04,3.03E-02,9.75E-02,SKM-VL,PROT,HUMAN
Q9UMY4,SNX12_HUMAN,SNX12,Sorting nexin-12,2.11E+04,2.07E+04,2.00E+04,2.60E+04,4.84E-01,6.32E-01,SKM-VL,PROT,HUMAN
O60749,SNX2_HUMAN,SNX2,Sorting nexin-2,2.05E+04,2.48E+04,2.61E+04,3.24E+04,3.88E-01,5.54E-01,SKM-VL,PROT,HUMAN
O60493,SNX3_HUMAN,SNX3,Sorting nexin-3,1.23E+04,1.96E+04,1.28E+04,1.79E+04,3.47E-01,5.20E-01,SKM-VL,PROT,HUMAN
P00441,SODC_HUMAN,SOD1,Superoxide dismutase [Cu-Zn],1.78E+05,2.16E+05,2.39E+05,2.34E+05,1.03E-01,2.28E-01,SKM-VL,PROT,HUMAN
P04179,SODM_HUMAN,SOD2,"Superoxide dismutase [Mn], mitochondrial",8.12E+05,8.70E+05,9.36E+05,1.16E+06,6.46E-04,6.36E-03,SKM-VL,PROT,HUMAN
P30626,SORCN_HUMAN,SRI,Sorcin,8.58E+04,9.99E+04,9.49E+04,1.03E+05,3.39E-01,5.13E-01,SKM-VL,PROT,HUMAN
P35237,SPB6_HUMAN,SERPINB6,Serpin B6,7.14E+05,7.07E+05,7.70E+05,7.33E+05,9.08E-01,9.43E-01,SKM-VL,PROT,HUMAN
Q9BSE5,SPEB_HUMAN,AGMAT,"Agmatinase, mitochondrial",8.92E+04,9.84E+04,8.95E+04,9.83E+04,9.06E-01,9.42E-01,SKM-VL,PROT,HUMAN
Q15772,SPEG_HUMAN,SPEG,Striated muscle preferentially expressed protein kinase,8.90E+05,9.43E+05,1.04E+06,1.13E+06,1.20E-03,9.65E-03,SKM-VL,PROT,HUMAN
Q9UQ90,SPG7_HUMAN,SPG7,Paraplegin,1.19E+05,3.96E+04,1.01E+05,6.97E+04,2.04E-02,7.62E-02,SKM-VL,PROT,HUMAN
Q9Y657,SPIN1_HUMAN,SPIN1,Spindlin-1,4.87E+03,5.77E+03,5.92E+03,5.41E+03,9.74E-01,9.83E-01,SKM-VL,PROT,HUMAN
P35270,SPRE_HUMAN,SPR,Sepiapterin reductase,1.19E+05,1.42E+05,1.23E+05,1.62E+05,3.88E-02,1.17E-01,SKM-VL,PROT,HUMAN
Q8WW59,SPRY4_HUMAN,SPRYD4,SPRY domain-containing protein 4,7.62E+04,9.80E+04,8.66E+04,1.04E+05,6.03E-02,1.58E-01,SKM-VL,PROT,HUMAN
P52788,SPSY_HUMAN,SMS,Spermine synthase,3.80E+05,3.95E+05,1.75E+05,2.69E+05,8.23E-02,1.95E-01,SKM-VL,PROT,HUMAN
P02549,SPTA1_HUMAN,SPTA1,"Spectrin alpha chain, erythrocytic 1",7.60E+05,8.52E+05,7.93E+05,9.12E+05,1.34E-01,2.74E-01,SKM-VL,PROT,HUMAN
P11277,SPTB1_HUMAN,SPTB,"Spectrin beta chain, erythrocytic",2.14E+06,2.21E+06,2.11E+06,2.29E+06,4.47E-01,6.01E-01,SKM-VL,PROT,HUMAN
Q01082,SPTB2_HUMAN,SPTBN1,"Spectrin beta chain, non-erythrocytic 1",3.97E+05,4.88E+05,4.87E+05,5.71E+05,4.76E-05,9.28E-04,SKM-VL,PROT,HUMAN
Q13813,SPTN1_HUMAN,SPTAN1,"Spectrin alpha chain, non-erythrocytic 1",2.65E+05,3.32E+05,2.61E+05,2.97E+05,2.46E-01,4.18E-01,SKM-VL,PROT,HUMAN
Q9Y6N5,SQOR_HUMAN,SQOR,"Sulfide:quinone oxidoreductase, mitochondrial",1.61E+04,1.86E+04,1.98E+04,2.15E+04,6.10E-01,7.35E-01,SKM-VL,PROT,HUMAN
Q13501,SQSTM_HUMAN,SQSTM1,Sequestosome-1,2.70E+04,4.32E+04,3.29E+04,4.44E+04,1.14E-02,5.07E-02,SKM-VL,PROT,HUMAN
Q9BX66,SRBS1_HUMAN,SORBS1,Sorbin and SH3 domain-containing protein 1,5.96E+04,7.64E+04,9.01E+04,9.02E+04,1.96E-02,7.45E-02,SKM-VL,PROT,HUMAN
Q14247,SRC8_HUMAN,CTTN,Src substrate cortactin,1.67E+05,2.03E+05,1.86E+05,2.15E+05,4.33E-01,5.91E-01,SKM-VL,PROT,HUMAN
Q86TD4,SRCA_HUMAN,SRL,Sarcalumenin,5.71E+06,6.41E+06,6.27E+06,6.77E+06,6.25E-05,1.11E-03,SKM-VL,PROT,HUMAN
P23327,SRCH_HUMAN,HRC,Sarcoplasmic reticulum histidine-rich calcium-binding protein,6.89E+05,7.60E+05,7.70E+05,8.41E+05,6.81E-02,1.72E-01,SKM-VL,PROT,HUMAN
P49458,SRP09_HUMAN,SRP9,Signal recognition particle 9 kDa protein,6.91E+04,5.63E+04,8.31E+04,8.61E+04,1.67E-01,3.15E-01,SKM-VL,PROT,HUMAN
P37108,SRP14_HUMAN,SRP14,Signal recognition particle 14 kDa protein,2.00E+04,2.80E+04,3.27E+04,3.38E+04,1.03E-02,4.71E-02,SKM-VL,PROT,HUMAN
P78362,SRPK2_HUMAN,SRPK2,SRSF protein kinase 2,5.90E+04,4.72E+04,6.02E+04,7.82E+04,4.23E-03,2.56E-02,SKM-VL,PROT,HUMAN
Q9UPE1,SRPK3_HUMAN,SRPK3,SRSF protein kinase 3,2.14E+04,1.47E+04,1.81E+04,1.56E+04,5.47E-01,6.84E-01,SKM-VL,PROT,HUMAN
Q9Y5M8,SRPRB_HUMAN,SRPRB,Signal recognition particle receptor subunit beta,2.51E+04,2.62E+04,2.05E+04,1.88E+04,5.51E-01,6.87E-01,SKM-VL,PROT,HUMAN
Q07955,SRSF1_HUMAN,SRSF1,Serine/arginine-rich splicing factor 1,8.14E+04,9.92E+04,5.27E+04,6.73E+04,4.00E-01,5.63E-01,SKM-VL,PROT,HUMAN
Q01130,SRSF2_HUMAN,SRSF2,Serine/arginine-rich splicing factor 2,6.88E+04,8.72E+04,8.00E+04,8.71E+04,5.50E-01,6.87E-01,SKM-VL,PROT,HUMAN
P84103,SRSF3_HUMAN,SRSF3,Serine/arginine-rich splicing factor 3,9.52E+04,1.04E+05,9.61E+04,1.02E+05,8.70E-01,9.18E-01,SKM-VL,PROT,HUMAN
Q16629,SRSF7_HUMAN,SRSF7,Serine/arginine-rich splicing factor 7,2.17E+04,2.29E+04,2.51E+04,2.77E+04,6.12E-01,7.36E-01,SKM-VL,PROT,HUMAN
Q04837,SSBP_HUMAN,SSBP1,"Single-stranded DNA-binding protein, mitochondrial",4.18E+04,4.52E+04,4.34E+04,5.58E+04,7.75E-02,1.87E-01,SKM-VL,PROT,HUMAN
P51649,SSDH_HUMAN,ALDH5A1,"Succinate-semialdehyde dehydrogenase, mitochondrial",1.02E+06,1.17E+06,1.06E+06,1.28E+06,4.74E-03,2.79E-02,SKM-VL,PROT,HUMAN
Q14714,SSPN_HUMAN,SSPN,Sarcospan,2.16E+04,2.16E+04,2.03E+04,3.04E+04,3.30E-01,5.05E-01,SKM-VL,PROT,HUMAN
P51571,SSRD_HUMAN,SSR4,Translocon-associated protein subunit delta,1.60E+05,1.41E+05,1.70E+05,1.52E+05,4.86E-01,6.33E-01,SKM-VL,PROT,HUMAN
Q96MF2,STAC3_HUMAN,STAC3,SH3 and cysteine-rich domain-containing protein 3,2.37E+05,2.55E+05,2.40E+05,2.53E+05,8.12E-01,8.79E-01,SKM-VL,PROT,HUMAN
P40763,STAT3_HUMAN,STAT3,Signal transducer and activator of transcription 3,3.39E+05,3.88E+05,3.27E+05,4.35E+05,1.60E-01,3.06E-01,SKM-VL,PROT,HUMAN
O95210,STBD1_HUMAN,STBD1,Starch-binding domain-containing protein 1,6.89E+05,7.93E+05,6.65E+05,7.57E+05,1.33E-02,5.70E-02,SKM-VL,PROT,HUMAN
Q13586,STIM1_HUMAN,STIM1,Stromal interaction molecule 1,8.59E+04,1.01E+05,1.13E+05,1.15E+05,4.72E-02,1.34E-01,SKM-VL,PROT,HUMAN
P31948,STIP1_HUMAN,STIP1,Stress-induced-phosphoprotein 1,9.91E+05,1.19E+06,1.26E+06,1.23E+06,2.30E-03,1.60E-02,SKM-VL,PROT,HUMAN
Q9UJZ1,STML2_HUMAN,STOML2,"Stomatin-like protein 2, mitochondrial",4.90E+04,5.08E+04,5.07E+04,5.95E+04,4.16E-01,5.78E-01,SKM-VL,PROT,HUMAN
P27105,STOM_HUMAN,STOM,Erythrocyte band 7 integral membrane protein,5.77E+05,6.66E+05,6.55E+05,7.26E+05,1.39E-01,2.79E-01,SKM-VL,PROT,HUMAN
Q9Y3F4,STRAP_HUMAN,STRAP,Serine-threonine kinase receptor-associated protein,1.96E+04,2.82E+04,3.55E+04,2.53E+04,4.17E-01,5.78E-01,SKM-VL,PROT,HUMAN
Q13033,STRN3_HUMAN,STRN3,Striatin-3,1.73E+04,2.06E+04,1.71E+04,1.66E+04,6.30E-01,7.49E-01,SKM-VL,PROT,HUMAN
Q5VSL9,STRP1_HUMAN,STRIP1,Striatin-interacting protein 1,3.10E+04,3.61E+04,5.96E+04,4.59E+04,1.87E-01,3.42E-01,SKM-VL,PROT,HUMAN
Q8TCJ2,STT3B_HUMAN,STT3B,Dolichyl-diphosphooligosaccharide--protein glycosyltransferase subunit STT3B,3.87E+05,4.60E+05,3.58E+05,4.58E+05,4.89E-01,6.36E-01,SKM-VL,PROT,HUMAN
O00186,STXB3_HUMAN,STXBP3,Syntaxin-binding protein 3,3.70E+04,4.23E+04,3.86E+04,3.89E+04,8.60E-01,9.09E-01,SKM-VL,PROT,HUMAN
Q6ZWJ1,STXB4_HUMAN,STXBP4,Syntaxin-binding protein 4,5.22E+04,8.34E+04,5.28E+04,5.75E+04,5.42E-01,6.79E-01,SKM-VL,PROT,HUMAN
P53597,SUCA_HUMAN,SUCLG1,"Succinate--CoA ligase [ADP/GDP-forming] subunit alpha, mitochondrial",1.24E+06,1.07E+06,1.40E+06,1.57E+06,4.51E-04,4.86E-03,SKM-VL,PROT,HUMAN
Q9P2R7,SUCB1_HUMAN,SUCLA2,"Succinate--CoA ligase [ADP-forming] subunit beta, mitochondrial",2.72E+06,2.96E+06,3.14E+06,3.49E+06,7.42E-05,1.26E-03,SKM-VL,PROT,HUMAN
Q96I99,SUCB2_HUMAN,SUCLG2,"Succinate--CoA ligase [GDP-forming] subunit beta, mitochondrial",4.65E+05,5.70E+05,5.08E+05,6.31E+05,5.97E-05,1.09E-03,SKM-VL,PROT,HUMAN
P61956,SUMO2_HUMAN,SUMO2,Small ubiquitin-related modifier 2,4.84E+04,5.60E+04,2.59E+04,4.59E+04,6.46E-02,1.66E-01,SKM-VL,PROT,HUMAN
O94901,SUN1_HUMAN,SUN1,SUN domain-containing protein 1,9.24E+04,1.00E+05,1.15E+05,1.26E+05,1.20E-02,5.28E-02,SKM-VL,PROT,HUMAN
Q9UH99,SUN2_HUMAN,SUN2,SUN domain-containing protein 2,2.97E+04,4.02E+04,3.16E+04,4.34E+04,6.74E-02,1.71E-01,SKM-VL,PROT,HUMAN
