Accession,Gene Name,FC (MI 8W/Sham),Number of peptides,p-value,Description,Tissue,Ome,Species
P70335,Rock1,0.749,5,0.003075,Rho-associated protein kinase 1 OS=Mus musculus GN=Rock1 PE=1 SV=1,HEART,PROT,HUMAN
Q99PV0,Prpf8 Prp8,0.749,4,0.1546,Pre-mRNA-processing-splicing factor 8 OS=Mus musculus GN=Prpf8 PE=1 SV=2,HEART,PROT,HUMAN
E9Q3X0,Mvp,0.748,11,3.99E-06,Major vault protein OS=Mus musculus GN=Mvp PE=1 SV=1,HEART,PROT,HUMAN
Q9D8E6,Rpl4,0.748,13,0.001795,60S ribosomal protein L4 OS=Mus musculus GN=Rpl4 PE=1 SV=3,HEART,PROT,HUMAN
P60229,Eif3e Eif3s6 Int6,0.746,8,0.001,Eukaryotic translation initiation factor 3 subunit E OS=Mus musculus GN=Eif3e PE=1 SV=1,HEART,PROT,HUMAN
P43023,Cox6a2,0.746,4,0.2943,"Cytochrome c oxidase subunit 6A2, mitochondrial OS=Mus musculus GN=Cox6a2 PE=1 SV=2",HEART,PROT,HUMAN
P60766,Cdc42,0.745,11,0.0001097,Cell division control protein 42 homolog OS=Mus musculus GN=Cdc42 PE=1 SV=2,HEART,PROT,HUMAN
Q9D1E6,Tbcb Ckap1,0.745,5,0.005175,Tubulin-folding cofactor B OS=Mus musculus GN=Tbcb PE=1 SV=2,HEART,PROT,HUMAN
P60670,Nploc4 Kiaa1499 Npl4,0.745,3,0.01934,Nuclear protein localization protein 4 homolog OS=Mus musculus GN=Nploc4 PE=1 SV=3,HEART,PROT,HUMAN
P20029,Hspa5 Grp78,0.743,64,0,78 kDa glucose-regulated protein OS=Mus musculus GN=Hspa5 PE=1 SV=3,HEART,PROT,HUMAN
Q9ET54,Palld Kiaa0992,0.743,7,0.02764,Palladin OS=Mus musculus GN=Palld PE=1 SV=2,HEART,PROT,HUMAN
A0A1Y7VJ48,Tbca,0.743,5,0.05645,Tubulin-specific chaperone A OS=Mus musculus GN=Tbca PE=1 SV=1,HEART,PROT,HUMAN
E9PYI8,Usp14,0.743,4,0.3378,Ubiquitin carboxyl-terminal hydrolase 14 OS=Mus musculus GN=Usp14 PE=1 SV=1,HEART,PROT,HUMAN
Q99JY9,Actr3 Arp3,0.742,12,2.84E-06,Actin-related protein 3 OS=Mus musculus GN=Actr3 PE=1 SV=3,HEART,PROT,HUMAN
P63325,Rps10,0.742,12,0.0004023,40S ribosomal protein S10 OS=Mus musculus GN=Rps10 PE=1 SV=1,HEART,PROT,HUMAN
Q921T2,Tor1aip1,0.742,3,0.1225,Torsin-1A-interacting protein 1 OS=Mus musculus GN=Tor1aip1 PE=1 SV=3,HEART,PROT,HUMAN
P99024,Tubb5,0.741,25,6.25E-06,Tubulin beta-5 chain OS=Mus musculus GN=Tubb5 PE=1 SV=1,HEART,PROT,HUMAN
E9PZ43,Map4 Mtap4,0.74,11,1.36E-07,Microtubule-associated protein OS=Mus musculus GN=Map4 PE=1 SV=3,HEART,PROT,HUMAN
P20918,Plg,0.74,8,0.01278,Plasminogen OS=Mus musculus GN=Plg PE=1 SV=3,HEART,PROT,HUMAN
F8WHL2,Copa,0.74,3,0.2682,Coatomer subunit alpha OS=Mus musculus GN=Copa PE=1 SV=1,HEART,PROT,HUMAN
Q8C483,Sars Sars1 mCG_4072,0.738,8,0.001723,"Serine--tRNA ligase, cytoplasmic OS=Mus musculus GN=Sars PE=1 SV=1",HEART,PROT,HUMAN
P62754,Rps6,0.738,8,0.002296,40S ribosomal protein S6 OS=Mus musculus GN=Rps6 PE=1 SV=1,HEART,PROT,HUMAN
Q6ZQI3,Mlec Kiaa0152,0.738,3,0.03128,Malectin OS=Mus musculus GN=Mlec PE=1 SV=2,HEART,PROT,HUMAN
P15864,Hist1h1c H1f2,0.736,18,3.38E-06,Histone H1.2 OS=Mus musculus GN=Hist1h1c PE=1 SV=2,HEART,PROT,HUMAN
D3Z6D8,Mapk3,0.736,4,0.001719,Mitogen-activated protein kinase 3 OS=Mus musculus GN=Mapk3 PE=1 SV=1,HEART,PROT,HUMAN
A0A0J9YTY0,11-Sep,0.736,4,0.006965,Septin-11 OS=Mus musculus GN=Sept11 PE=1 SV=1,HEART,PROT,HUMAN
P14206,Rpsa Lamr1 P40-8,0.736,3,0.008412,40S ribosomal protein SA OS=Mus musculus GN=Rpsa PE=1 SV=4,HEART,PROT,HUMAN
Q62095,Ddx3y D1Pas1-rs1 Dead2,0.734,10,5.67E-05,ATP-dependent RNA helicase DDX3Y OS=Mus musculus GN=Ddx3y PE=1 SV=2,HEART,PROT,HUMAN
A0A0R4J038,Kng1,0.734,7,0.003909,Kininogen-1 OS=Mus musculus GN=Kng1 PE=1 SV=1,HEART,PROT,HUMAN
P62918,Rpl8,0.734,3,0.01103,60S ribosomal protein L8 OS=Mus musculus GN=Rpl8 PE=1 SV=2,HEART,PROT,HUMAN
B8JJN0,Gm20547 C2,0.732,9,0.0001441,Predicted gene 20547 OS=Mus musculus GN=Gm20547 PE=3 SV=1,HEART,PROT,HUMAN
P32921,Wars Wrs,0.732,8,0.000277,"Tryptophan--tRNA ligase, cytoplasmic OS=Mus musculus GN=Wars PE=1 SV=2",HEART,PROT,HUMAN
Q9EQP2,Ehd4 Past2,0.731,24,1.17E-09,EH domain-containing protein 4 OS=Mus musculus GN=Ehd4 PE=1 SV=1,HEART,PROT,HUMAN
Q9QUI0,Rhoa Arha Arha2,0.731,10,0.001319,Transforming protein RhoA OS=Mus musculus GN=Rhoa PE=1 SV=1,HEART,PROT,HUMAN
E9Q9F5,7-Sep,0.73,9,0.001105,Septin-7 OS=Mus musculus GN=Sept7 PE=1 SV=2,HEART,PROT,HUMAN
B2M1R6,Hnrnpk Hnrpk,0.729,18,1.64E-06,Heterogeneous nuclear ribonucleoprotein K OS=Mus musculus GN=Hnrnpk PE=1 SV=1,HEART,PROT,HUMAN
F7B5B5,Hnrnpr,0.727,4,0.01608,Heterogeneous nuclear ribonucleoprotein R OS=Mus musculus GN=Hnrnpr PE=1 SV=1,HEART,PROT,HUMAN
P61255,Rpl26,0.726,4,0.008694,60S ribosomal protein L26 OS=Mus musculus GN=Rpl26 PE=1 SV=1,HEART,PROT,HUMAN
Q9R059,Fhl3,0.726,3,0.02129,Four and a half LIM domains protein 3 OS=Mus musculus GN=Fhl3 PE=1 SV=2,HEART,PROT,HUMAN
Q9D8U8,Snx5,0.725,3,0.005164,Sorting nexin-5 OS=Mus musculus GN=Snx5 PE=1 SV=1,HEART,PROT,HUMAN
Q91XL1,Lrg1 Lrg lrhg mCG_22979,0.724,6,0.04226,Leucine-rich HEV glycoprotein OS=Mus musculus GN=Lrg1 PE=1 SV=1,HEART,PROT,HUMAN
P26883,Fkbp1a Fkbp1,0.724,5,0.05344,Peptidyl-prolyl cis-trans isomerase FKBP1A OS=Mus musculus GN=Fkbp1a PE=1 SV=2,HEART,PROT,HUMAN
F8WIR1,Ctsd,0.723,8,0.006461,Cathepsin D OS=Mus musculus GN=Ctsd PE=1 SV=2,HEART,PROT,HUMAN
P80318,Cct3 Cctg,0.722,9,1.52E-05,T-complex protein 1 subunit gamma OS=Mus musculus GN=Cct3 PE=1 SV=1,HEART,PROT,HUMAN
P47962,Rpl5,0.722,9,0.001007,60S ribosomal protein L5 OS=Mus musculus GN=Rpl5 PE=1 SV=3,HEART,PROT,HUMAN
Q9CXW4,Rpl11,0.722,4,0.003762,60S ribosomal protein L11 OS=Mus musculus GN=Rpl11 PE=1 SV=4,HEART,PROT,HUMAN
P70372,Elavl1 Elra Hua,0.722,4,0.01696,ELAV-like protein 1 OS=Mus musculus GN=Elavl1 PE=1 SV=2,HEART,PROT,HUMAN
A0A0R4J093,Cmpk1 CMPK CMPK1 mCG_16168,0.722,3,0.0292,UMP-CMP kinase OS=Mus musculus GN=Cmpk1 PE=1 SV=1,HEART,PROT,HUMAN
A0A0N4SV66,H2afj,0.721,8,0.008542,Histone H2A OS=Mus musculus GN=H2afj PE=1 SV=1,HEART,PROT,HUMAN
P97927,Lama4,0.72,15,4.70E-05,Laminin subunit alpha-4 OS=Mus musculus GN=Lama4 PE=1 SV=2,HEART,PROT,HUMAN
Q9WUK2,Eif4h Wbscr1,0.719,10,0.0007053,Eukaryotic translation initiation factor 4H OS=Mus musculus GN=Eif4h PE=1 SV=3,HEART,PROT,HUMAN
Q9D0E1,Hnrnpm Hnrpm,0.719,6,0.004486,Heterogeneous nuclear ribonucleoprotein M OS=Mus musculus GN=Hnrnpm PE=1 SV=3,HEART,PROT,HUMAN
Q6XLQ8,Calu mCG_9131,0.719,8,0.01538,Calumenin OS=Mus musculus GN=Calu PE=1 SV=1,HEART,PROT,HUMAN
Q80X90,Flnb,0.718,15,0.0003222,Filamin-B OS=Mus musculus GN=Flnb PE=1 SV=3,HEART,PROT,HUMAN
Q8R1B4,Eif3c Eif3s8,0.717,4,0.06207,Eukaryotic translation initiation factor 3 subunit C OS=Mus musculus GN=Eif3c PE=1 SV=1,HEART,PROT,HUMAN
Q64152,Btf3,0.716,5,0.04864,Transcription factor BTF3 OS=Mus musculus GN=Btf3 PE=1 SV=3,HEART,PROT,HUMAN
Q9CQ45,Nenf Spuf,0.714,4,0.0003812,Neudesin OS=Mus musculus GN=Nenf PE=1 SV=1,HEART,PROT,HUMAN
A2A547,Rpl19,0.714,4,0.001834,Ribosomal protein L19 OS=Mus musculus GN=Rpl19 PE=1 SV=1,HEART,PROT,HUMAN
A0A1W2P7A1,Rps12,0.714,4,0.01512,40S ribosomal protein S12 OS=Mus musculus GN=Rps12 PE=1 SV=1,HEART,PROT,HUMAN
Q3UMU9,Hdgfl2 Hdgfrp2,0.714,3,0.1113,Hepatoma-derived growth factor-related protein 2 OS=Mus musculus GN=Hdgfl2 PE=1 SV=1,HEART,PROT,HUMAN
Q80X50,Ubap2l,0.713,5,4.73E-05,Ubiquitin-associated protein 2-like OS=Mus musculus GN=Ubap2l PE=1 SV=1,HEART,PROT,HUMAN
G5E866,Sf3b1 mCG_117542,0.713,3,0.0566,Splicing factor 3B subunit 1 OS=Mus musculus GN=Sf3b1 PE=1 SV=1,HEART,PROT,HUMAN
Q02819,Nucb1 Nuc Nucb,0.711,5,0.0004596,Nucleobindin-1 OS=Mus musculus GN=Nucb1 PE=1 SV=2,HEART,PROT,HUMAN
Q99KC8,Vwa5a Loh11cr2a,0.711,4,0.06629,von Willebrand factor A domain-containing protein 5A OS=Mus musculus GN=Vwa5a PE=1 SV=2,HEART,PROT,HUMAN
P17742,Ppia,0.71,23,1.11E-06,Peptidyl-prolyl cis-trans isomerase A OS=Mus musculus GN=Ppia PE=1 SV=2,HEART,PROT,HUMAN
Q6ZWV3,Rpl10 Qm,0.71,6,0.002019,60S ribosomal protein L10 OS=Mus musculus GN=Rpl10 PE=1 SV=3,HEART,PROT,HUMAN
Q91YQ5,Rpn1,0.709,14,1.38E-05,Dolichyl-diphosphooligosaccharide--protein glycosyltransferase subunit 1 OS=Mus musculus GN=Rpn1 PE=1 SV=1,HEART,PROT,HUMAN
Q8BG05,Hnrnpa3 Hnrpa3,0.709,9,0.006776,Heterogeneous nuclear ribonucleoprotein A3 OS=Mus musculus GN=Hnrnpa3 PE=1 SV=1,HEART,PROT,HUMAN
F8VQC1,Srp72,0.709,3,0.0457,Signal recognition particle subunit SRP72 OS=Mus musculus GN=Srp72 PE=1 SV=1,HEART,PROT,HUMAN
P20065,Tmsb4x Ptmb4 Tmsb4,0.709,3,0.08121,Thymosin beta-4 OS=Mus musculus GN=Tmsb4x PE=1 SV=1,HEART,PROT,HUMAN
Q8VEK3,Hnrnpu Hnrpu,0.707,10,8.64E-05,Heterogeneous nuclear ribonucleoprotein U OS=Mus musculus GN=Hnrnpu PE=1 SV=1,HEART,PROT,HUMAN
Q9D7M1,Gid8,0.707,3,0.02928,Glucose-induced degradation protein 8 homolog OS=Mus musculus GN=Gid8 PE=1 SV=1,HEART,PROT,HUMAN
Q62189,Snrpa Rnu1a-1,0.707,3,0.0888,U1 small nuclear ribonucleoprotein A OS=Mus musculus GN=Snrpa PE=1 SV=3,HEART,PROT,HUMAN
Q8K310,Matr3,0.706,9,0.003696,Matrin-3 OS=Mus musculus GN=Matr3 PE=1 SV=1,HEART,PROT,HUMAN
A0A140T8M7,,0.705,8,0.0008622,"Ribosomal protein L23A, pseudogene 3 OS=Mus musculus GN=Rpl23a-ps3 PE=3 SV=1",HEART,PROT,HUMAN
G3UW85,Erh mCG_7617,0.704,3,0.002403,Enhancer of rudimentary homolog OS=Mus musculus GN=Erh PE=1 SV=1,HEART,PROT,HUMAN
Q922U2,Krt5 Krt2-5,0.703,9,0.0001501,"Keratin, type II cytoskeletal 5 OS=Mus musculus GN=Krt5 PE=1 SV=1",HEART,PROT,HUMAN
Q62048,Pea15 Pea15a,0.703,3,0.1572,Astrocytic phosphoprotein PEA-15 OS=Mus musculus GN=Pea15 PE=1 SV=1,HEART,PROT,HUMAN
P43274,Hist1h1e H1f4,0.702,22,5.21E-07,Histone H1.4 OS=Mus musculus GN=Hist1h1e PE=1 SV=2,HEART,PROT,HUMAN
P10126,Eef1a1 Eef1a,0.702,21,0.0001288,Elongation factor 1-alpha 1 OS=Mus musculus GN=Eef1a1 PE=1 SV=3,HEART,PROT,HUMAN
P27661,H2afx H2a.x H2ax Hist5-2ax,0.701,11,0.0007464,Histone H2AX OS=Mus musculus GN=H2afx PE=1 SV=2,HEART,PROT,HUMAN
G5E924,Hnrnpl,0.701,7,0.001406,Heterogeneous nuclear ribonucleoprotein L (Fragment) OS=Mus musculus GN=Hnrnpl PE=1 SV=1,HEART,PROT,HUMAN
Q9D7S9,Chmp5 Snf7dc2,0.7,3,0.08696,Charged multivesicular body protein 5 OS=Mus musculus GN=Chmp5 PE=1 SV=1,HEART,PROT,HUMAN
O55029,Copb2,0.699,7,0.002082,Coatomer subunit beta' OS=Mus musculus GN=Copb2 PE=1 SV=2,HEART,PROT,HUMAN
P83882,Rpl36a Rpl44,0.699,4,0.01599,60S ribosomal protein L36a OS=Mus musculus GN=Rpl36a PE=1 SV=2,HEART,PROT,HUMAN
Q9QYS9,Qki Qk Qk1 Qka1,0.699,3,0.07733,Protein quaking OS=Mus musculus GN=Qki PE=1 SV=1,HEART,PROT,HUMAN
O70318,Epb41l2 Epb4.1l2,0.697,9,0.0003609,Band 4.1-like protein 2 OS=Mus musculus GN=Epb41l2 PE=1 SV=2,HEART,PROT,HUMAN
Q921Z5,Tnfaip8,0.697,3,0.1113,Tumor necrosis factor alpha-induced protein 8 OS=Mus musculus GN=Tnfaip8 PE=1 SV=1,HEART,PROT,HUMAN
Q6ZWZ7,Rpl17 mCG_123291 mCG_50776,0.696,6,0.0006119,60S ribosomal protein L17 OS=Mus musculus GN=Rpl17 PE=1 SV=1,HEART,PROT,HUMAN
P62317,Snrpd2,0.696,3,0.04812,Small nuclear ribonucleoprotein Sm D2 OS=Mus musculus GN=Snrpd2 PE=1 SV=1,HEART,PROT,HUMAN
Q61029,Tmpo Lap2,0.695,7,6.05E-05,"Lamina-associated polypeptide 2, isoforms beta/delta/epsilon/gamma OS=Mus musculus GN=Tmpo PE=1 SV=4",HEART,PROT,HUMAN
Q61033,Tmpo Lap2,0.695,6,0.0003302,"Lamina-associated polypeptide 2, isoforms alpha/zeta OS=Mus musculus GN=Tmpo PE=1 SV=4",HEART,PROT,HUMAN
A2AJY2,Col15a1,0.695,4,0.007511,Collagen alpha-1(XV) chain OS=Mus musculus GN=Col15a1 PE=1 SV=1,HEART,PROT,HUMAN
E9QA15,Cald1,0.694,15,0.0001588,Caldesmon 1 OS=Mus musculus GN=Cald1 PE=1 SV=1,HEART,PROT,HUMAN
Q9CQM8,Rpl21 mCG_120646 mCG_121646 mCG_121688 mCG_18971,0.694,4,0.005658,60S ribosomal protein L21 OS=Mus musculus GN=Rpl21 PE=1 SV=1,HEART,PROT,HUMAN
D3Z7M9,Anp32a,0.692,7,0.002565,Acidic leucine-rich nuclear phosphoprotein 32 family member A OS=Mus musculus GN=Anp32a PE=1 SV=1,HEART,PROT,HUMAN
F7DBB3,Ahnak2,0.691,9,0.001456,AHNAK nucleoprotein 2 (Fragment) OS=Mus musculus GN=Ahnak2 PE=1 SV=1,HEART,PROT,HUMAN
Q8CIN4,Pak2,0.69,3,0.0689,Serine/threonine-protein kinase PAK 2 OS=Mus musculus GN=Pak2 PE=1 SV=1,HEART,PROT,HUMAN
Q9D8T7,Slirp,0.689,3,0.07606,"SRA stem-loop-interacting RNA-binding protein, mitochondrial OS=Mus musculus GN=Slirp PE=1 SV=2",HEART,PROT,HUMAN
E9PVA8,Gcn1 Gcn1l1,0.688,3,0.03959,eIF-2-alpha kinase activator GCN1 OS=Mus musculus GN=Gcn1 PE=1 SV=1,HEART,PROT,HUMAN
P35505,Fah,0.688,3,0.1209,Fumarylacetoacetase OS=Mus musculus GN=Fah PE=1 SV=2,HEART,PROT,HUMAN
Q9JIF7,Copb1 Copb,0.686,4,0.006528,Coatomer subunit beta OS=Mus musculus GN=Copb1 PE=1 SV=1,HEART,PROT,HUMAN
G3UYV7,Rps28,0.685,4,0.05624,40S ribosomal protein S28 (Fragment) OS=Mus musculus GN=Rps28 PE=1 SV=1,HEART,PROT,HUMAN
P40124,Cap1 Cap,0.684,7,0.003733,Adenylyl cyclase-associated protein 1 OS=Mus musculus GN=Cap1 PE=1 SV=4,HEART,PROT,HUMAN
P62315,Snrpd1,0.682,5,0.0005163,Small nuclear ribonucleoprotein Sm D1 OS=Mus musculus GN=Snrpd1 PE=1 SV=1,HEART,PROT,HUMAN
Q9CZX8,Rps19,0.681,13,2.88E-06,40S ribosomal protein S19 OS=Mus musculus GN=Rps19 PE=1 SV=3,HEART,PROT,HUMAN
Q9D8B3,Chmp4b,0.681,3,0.007556,Charged multivesicular body protein 4b OS=Mus musculus GN=Chmp4b PE=1 SV=2,HEART,PROT,HUMAN
Q9DBZ5,Eif3k Eif3s12,0.681,4,0.08188,Eukaryotic translation initiation factor 3 subunit K OS=Mus musculus GN=Eif3k PE=1 SV=1,HEART,PROT,HUMAN
Q61656,Ddx5 Tnz2,0.68,10,1.60E-06,Probable ATP-dependent RNA helicase DDX5 OS=Mus musculus GN=Ddx5 PE=1 SV=2,HEART,PROT,HUMAN
P49586,Pcyt1a Ctpct Pcyt1,0.68,3,0.01415,Choline-phosphate cytidylyltransferase A OS=Mus musculus GN=Pcyt1a PE=1 SV=1,HEART,PROT,HUMAN
A0A1Y7VM54,Tmed10,0.679,6,0.005581,Transmembrane emp24 domain-containing protein 10 OS=Mus musculus GN=Tmed10 PE=1 SV=1,HEART,PROT,HUMAN
Q8BGD9,Eif4b,0.678,12,0.009426,Eukaryotic translation initiation factor 4B OS=Mus musculus GN=Eif4b PE=1 SV=1,HEART,PROT,HUMAN
Q61599,Arhgdib Gdid4,0.677,3,0.04614,Rho GDP-dissociation inhibitor 2 OS=Mus musculus GN=Arhgdib PE=1 SV=3,HEART,PROT,HUMAN
A2ALF0,Dnajc8,0.676,3,0.003711,DnaJ homolog subfamily C member 8 OS=Mus musculus GN=Dnajc8 PE=1 SV=1,HEART,PROT,HUMAN
O54988,Slk Kiaa0204 Stk2,0.676,8,0.006732,STE20-like serine/threonine-protein kinase OS=Mus musculus GN=Slk PE=1 SV=2,HEART,PROT,HUMAN
B7FAU9,Flna RP23-436K3.1-002,0.675,35,1.72E-12,"Filamin, alpha OS=Mus musculus GN=Flna PE=1 SV=1",HEART,PROT,HUMAN
O70194,Eif3d Eif3s7,0.673,5,0.01611,Eukaryotic translation initiation factor 3 subunit D OS=Mus musculus GN=Eif3d PE=1 SV=2,HEART,PROT,HUMAN
Q3TFD0,Shmt2,0.672,6,0.1201,Serine hydroxymethyltransferase OS=Mus musculus GN=Shmt2 PE=1 SV=1,HEART,PROT,HUMAN
Q9Z2X1,Hnrnpf Hnrpf,0.671,7,0.01896,Heterogeneous nuclear ribonucleoprotein F OS=Mus musculus GN=Hnrnpf PE=1 SV=3,HEART,PROT,HUMAN
A2A6U3,9-Sep,0.671,4,0.2106,Septin-9 OS=Mus musculus GN=Sept9 PE=1 SV=1,HEART,PROT,HUMAN
Q3U741,Ddx17 mCG_13126,0.67,6,0.0008648,"DEAD (Asp-Glu-Ala-Asp) box polypeptide 17, isoform CRA_a OS=Mus musculus GN=Ddx17 PE=1 SV=1",HEART,PROT,HUMAN
Q3UUU2,Fubp1,0.669,8,2.28E-06,Far upstream element-binding protein 1 OS=Mus musculus GN=Fubp1 PE=1 SV=1,HEART,PROT,HUMAN
F8WJ05,Itih1,0.669,6,0.03186,Inter-alpha-trypsin inhibitor heavy chain H1 OS=Mus musculus GN=Itih1 PE=1 SV=1,HEART,PROT,HUMAN
A0A1L1SQA8,Rps25,0.667,3,0.03915,40S ribosomal protein S25 OS=Mus musculus GN=Rps25 PE=1 SV=1,HEART,PROT,HUMAN
P60867,Rps20,0.667,3,0.1131,40S ribosomal protein S20 OS=Mus musculus GN=Rps20 PE=1 SV=1,HEART,PROT,HUMAN
Q62351,Tfrc Trfr,0.666,5,0.003521,Transferrin receptor protein 1 OS=Mus musculus GN=Tfrc PE=1 SV=1,HEART,PROT,HUMAN
P51859,Hdgf Tdrm1,0.665,9,0.0001233,Hepatoma-derived growth factor OS=Mus musculus GN=Hdgf PE=1 SV=2,HEART,PROT,HUMAN
Q9JJU8,Sh3bgrl,0.665,3,0.0056,SH3 domain-binding glutamic acid-rich-like protein OS=Mus musculus GN=Sh3bgrl PE=1 SV=1,HEART,PROT,HUMAN
Q62159,Rhoc Arhc,0.664,6,4.19E-05,Rho-related GTP-binding protein RhoC OS=Mus musculus GN=Rhoc PE=1 SV=2,HEART,PROT,HUMAN
A0A1B0GRR3,Rps11,0.664,3,0.0001011,40S ribosomal protein S11 OS=Mus musculus GN=Rps11 PE=1 SV=1,HEART,PROT,HUMAN
P62242,Rps8,0.663,6,0.0002278,40S ribosomal protein S8 OS=Mus musculus GN=Rps8 PE=1 SV=2,HEART,PROT,HUMAN
Q3UH59,Myh10,0.661,40,2.02E-08,Myosin-10 OS=Mus musculus GN=Myh10 PE=1 SV=1,HEART,PROT,HUMAN
Q05816,Fabp5 Fabpe Klbp Mal1,0.66,5,0.0247,"Fatty acid-binding protein, epidermal OS=Mus musculus GN=Fabp5 PE=1 SV=3",HEART,PROT,HUMAN
Q8BTS3,Gbp9 BC057170 mCG_142489,0.659,3,0.2033,Guanylate-binding protein 9 OS=Mus musculus GN=Gbp9 PE=1 SV=1,HEART,PROT,HUMAN
A2AH85,Eftud2 mCG_49887,0.657,4,0.000435,116 kDa U5 small nuclear ribonucleoprotein component OS=Mus musculus GN=Eftud2 PE=1 SV=1,HEART,PROT,HUMAN
P10605,Ctsb,0.657,3,0.02722,Cathepsin B OS=Mus musculus GN=Ctsb PE=1 SV=2,HEART,PROT,HUMAN
Q3U0V1,Khsrp Fubp2,0.657,5,0.04785,Far upstream element-binding protein 2 OS=Mus musculus GN=Khsrp PE=1 SV=2,HEART,PROT,HUMAN
P10107,Anxa1 Anx1 Lpc-1 Lpc1,0.656,17,1.31E-07,Annexin A1 OS=Mus musculus GN=Anxa1 PE=1 SV=2,HEART,PROT,HUMAN
P62960,Ybx1 Msy-1 Msy1 Nsep1 Yb1,0.656,15,9.09E-05,Nuclease-sensitive element-binding protein 1 OS=Mus musculus GN=Ybx1 PE=1 SV=3,HEART,PROT,HUMAN
A0A0R4J039,Hrg,0.656,3,0.001519,Histidine-rich glycoprotein OS=Mus musculus GN=Hrg PE=1 SV=1,HEART,PROT,HUMAN
B1AWE0,Clta,0.655,7,1.54E-06,Clathrin light chain OS=Mus musculus GN=Clta PE=1 SV=1,HEART,PROT,HUMAN
G3X9W0,Hnrnpd Hnrpd mCG_15538,0.655,8,0.0001362,"Heterogeneous nuclear ribonucleoprotein D, isoform CRA_a OS=Mus musculus GN=Hnrnpd PE=1 SV=1",HEART,PROT,HUMAN
Q6ZWQ9,Myl12a 2900073G15Rik mCG_5400,0.655,7,0.00295,MCG5400 OS=Mus musculus GN=Myl12a PE=1 SV=1,HEART,PROT,HUMAN
E9QAZ2,,0.651,5,0.003435,Ribosomal protein L15 OS=Mus musculus GN=Gm10020 PE=3 SV=1,HEART,PROT,HUMAN
F7ARC5,Grin3b,0.648,3,0.00811,"Glutamate receptor ionotropic, NMDA 3B (Fragment) OS=Mus musculus GN=Grin3b PE=4 SV=2",HEART,PROT,HUMAN
Q62376,Snrnp70 Snrp70,0.648,3,0.01104,U1 small nuclear ribonucleoprotein 70 kDa OS=Mus musculus GN=Snrnp70 PE=1 SV=2,HEART,PROT,HUMAN
Q62465,Vat1 Vat-1,0.648,3,0.1084,Synaptic vesicle membrane protein VAT-1 homolog OS=Mus musculus GN=Vat1 PE=1 SV=3,HEART,PROT,HUMAN
Q9CPW3,Mrpl54,0.646,4,0.08598,"39S ribosomal protein L54, mitochondrial OS=Mus musculus GN=Mrpl54 PE=1 SV=1",HEART,PROT,HUMAN
Q9Z204,Hnrnpc Hnrpc,0.645,7,0.02096,Heterogeneous nuclear ribonucleoproteins C1/C2 OS=Mus musculus GN=Hnrnpc PE=1 SV=1,HEART,PROT,HUMAN
P26041,Msn,0.644,46,4.44E-16,Moesin OS=Mus musculus GN=Msn PE=1 SV=3,HEART,PROT,HUMAN
Q06890,Clu Apoj Msgp-2,0.643,18,1.16E-07,Clusterin OS=Mus musculus GN=Clu PE=1 SV=1,HEART,PROT,HUMAN
Q9Z1Z0,Uso1 Vdp,0.642,5,0.006674,General vesicular transport factor p115 OS=Mus musculus GN=Uso1 PE=1 SV=2,HEART,PROT,HUMAN
P08121,Col3a1,0.642,3,0.08894,Collagen alpha-1(III) chain OS=Mus musculus GN=Col3a1 PE=1 SV=4,HEART,PROT,HUMAN
Q9JKR6,Hyou1 Grp170,0.64,9,1.54E-05,Hypoxia up-regulated protein 1 OS=Mus musculus GN=Hyou1 PE=1 SV=1,HEART,PROT,HUMAN
G5E895,Akr1b10 mCG_142264,0.638,6,0.1082,"Aldo-keto reductase family 1, member B10 (aldose reductase) OS=Mus musculus GN=Akr1b10 PE=1 SV=1",HEART,PROT,HUMAN
Q91Z40,Gbp7 Gbp6 mCG_141961,0.638,3,0.1168,Gbp6 protein OS=Mus musculus GN=Gbp7 PE=1 SV=2,HEART,PROT,HUMAN
P08113,Hsp90b1 Grp94 Tra-1 Tra1,0.636,29,2.97E-10,Endoplasmin OS=Mus musculus GN=Hsp90b1 PE=1 SV=2,HEART,PROT,HUMAN
O70251,Eef1b Eef1b2,0.636,6,0.02154,Elongation factor 1-beta OS=Mus musculus GN=Eef1b PE=1 SV=5,HEART,PROT,HUMAN
Q99K48,Nono,0.632,6,0.000186,Non-POU domain-containing octamer-binding protein OS=Mus musculus GN=Nono PE=1 SV=3,HEART,PROT,HUMAN
P43275,Hist1h1a H1a H1f1,0.628,7,0.05436,Histone H1.1 OS=Mus musculus GN=Hist1h1a PE=1 SV=2,HEART,PROT,HUMAN
Q6P4T2,Snrnp200 Kiaa0788,0.627,3,0.02564,U5 small nuclear ribonucleoprotein 200 kDa helicase OS=Mus musculus GN=Snrnp200 PE=1 SV=1,HEART,PROT,HUMAN
G3X981,Prph Prph1 mCG_18385,0.626,8,0.000513,Peripherin OS=Mus musculus GN=Prph PE=1 SV=1,HEART,PROT,HUMAN
Q7TNC4,Luc7l2,0.626,3,0.0113,Putative RNA-binding protein Luc7-like 2 OS=Mus musculus GN=Luc7l2 PE=1 SV=1,HEART,PROT,HUMAN
Q99020,Hnrnpab Cbf-a Cgbfa Hnrpab,0.625,9,0.0005126,Heterogeneous nuclear ribonucleoprotein A/B OS=Mus musculus GN=Hnrnpab PE=1 SV=1,HEART,PROT,HUMAN
